NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,IS_NPWP_INVALID,IS_INCOMPLETE,IS_DAERAH_VALID,IS_STALE,IS_CLEANED,CLEANSING_TIMESTAMP,SOURCE,ID_PERUSAHAAN,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,KODE_KANTOR,TGL_SYNC_OSS,HIGH_SYNC_LAG
0336922494728,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004688,7422782552,UD PRATAMA SITORUS TBK,Jl. S. Parman No. 43,BOGOR,35.0,,+62699948706,KEDUA-DUANYA,505028587.0,5723321894.0,2024-07-04,70100.0,2026-03-27,True
0900163564072,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002112,16152496,PERUM LAZUARDI,Jalan Sentot Alibasa No. 2,BENGKULU,36.0,39295.0,+624639609795,KEDUA-DUANYA,4803163678.0,4807887938.0,2023-01-11,50400.0,2026-03-27,True
3698034594893,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001837,959877777963,UD HALIMAH,Gang Kebonjati No. 279,,32.0,26158.0,+62996176443,KEDUA-DUANYA,7086544530.0,3948920306.0,2025-03-31,50900.0,2026-03-27,True
0008888764143,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000317,58.918.455.2-163.183,PT WAHYUDIN ANDRIANI (PERSERO) TBK,Gang Setiabudhi No. 38,,32.0,82843.0,+623024159844,KEDUA-DUANYA,9813659048.0,7814320030.0,2023-06-10,50900.0,2026-03-27,True
4472649082771,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004611,92.512.115.2-797.599,UD HARTATI (PERSERO) TBK,Gang M.H Thamrin No. 83,GORONTALO,31.0,52288.0,+629521551802,IMPORTIR,,6805855134.0,2024-01-02,40400.0,2026-03-27,True
8482018565453,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001597,39.163.435.2-667.379,CV WULANDARI (CABANG),Gg. Ahmad Yani No. 36,SIBOLGA,36.0,20510.0,+62295916039,KEDUA-DUANYA,7945754360.0,6810634410.0,2024-07-13,50400.0,2026-03-26,True
9136517773926,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002407,02.249.044.2-587.606,PT PRAYOGA WAHYUNI,Jalan Merdeka No. 6,CIREBON,73.0,39559.0,+62971984951,EKSPORTIR,8654711739.0,,2024-06-12,140100.0,2026-03-26,True
3231829716815,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003909,58.168.697.4-867.345,PT FIRGANTORO ANGGRAINI TBK,Jalan M.H Thamrin No. 60,,31.0,44859.0,+626526813246,IMPORTIR,,8044235042.0,2023-06-21,10100.0,2026-03-26,True
0057458076648,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004774,58.530.305.1-231.558,UD WAHYUNI LAKSMIWATI,Jalan Stasiun Wonokromo No. 5,LANGSA,91.0,,+62760279935,IMPORTIR,,5782922173.0,2025-10-11,120300.0,2026-03-26,True
1882617024376,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003471,47.306.373.6-913.186,PD HARTATI,Gang Erlangga No. 028,TARAKAN,35.0,76246.0,+622750249870,IMPORTIR,,7717892741.0,2023-11-28,70500.0,2026-03-26,True
0747319874062,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001126,13.357.136.7-980.903,PT ASTUTI NAPITUPULU (PERSERO) TBK,Gang Cempaka No. 673,,51.0,36159.0,+629197657,KEDUA-DUANYA,458882991.0,8294618143.0,2024-09-26,90100.0,2026-03-26,True
2931770772309,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001605,92.873.820.6-440.594,UD WINARNO (CABANG),Gg. S. Parman No. 332,TARAKAN,12.0,60846.0,+62883229837,KEDUA-DUANYA,8815687058.0,277160787.0,2024-12-25,10800.0,2026-03-26,True
8972955055241,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001141,12.003.531.7-658.886,UD PRANOWO RAJATA,Gg. M.T Haryono No. 89,CIMAHI,12.0,53502.0,+62791481398,IMPORTIR,,1491939553.0,2023-12-20,20300.0,2026-03-26,True
1783211268186,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002381,66.379.024.6-219.305,CV MAHENDRA,Gg. Sukajadi No. 4,MANADO,12.0,84698.0,+62891433741,IMPORTIR,,405199478.0,2023-01-03,11200.0,2026-03-26,True
9071299699154,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000907,91.525.083.5-063.258,UD WASITA PRASASTA (CABANG),Jalan Tubagus Ismail No. 185,KENDARI,91.0,20076.0,+62811236293,EKSPORTIR,946017627.0,,2025-03-11,120300.0,2026-03-26,True
8995544479289,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001922,49008096,PD SAPTONO ARDIANTO TBK,Gang Kapten Muslihat No. 115,MADIUN,21.0,64339.0,+621902233348,IMPORTIR,,9056550406.0,2025-12-30,20100.0,2026-03-26,True
0679244939231,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003137,71.137.007.5-902.874,CV MANDASARI MANSUR TBK,Gang Sukajadi No. 9,LUBUKLINGGAU,64.0,,+625776230503,KEDUA-DUANYA,8175009426.0,7884238082.0,2023-01-05,100300.0,2026-03-26,True
9899255394607,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004851,94.305.907.2-593.882,PD PRASTUTI NURDIYANTI,Gg. Kh Amin Jasuta No. 395,SUKABUMI,64.0,53674.0,+626150625565,EKSPORTIR,2814641221.0,,2025-05-16,100300.0,2026-03-26,True
4358644963924,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001502,24.703.702.5-729.555,PERUM RAJATA SURYATMI (CABANG),Gg. Ir. H. Djuanda No. 0,BONTANG,35.0,,+62460015516,KEDUA-DUANYA,5503346948.0,1120839402.0,2023-08-29,70500.0,2026-03-26,True
0852282487432,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000660,28.422.895.2-965.667,PT FARIDA,Jl. Ronggowarsito No. 261,PASURUAN,64.0,,+62505752149,EKSPORTIR,9088773141.0,,2023-06-22,100300.0,2026-03-26,True
0417591648970,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000505,36.442.715.4-746.018,PD FIRMANSYAH,Gg. Ir. H. Djuanda No. 8,TASIKMALAYA,31.0,12101.0,+62278736218,IMPORTIR,,8529239985.0,2025-09-26,40300.0,2026-03-26,True
3869222196937,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002632,74.146.237.7-653.260,PD KUSWANDARI TBK,Jl. Pasir Koja No. 11,,18.0,,+624841199475,KEDUA-DUANYA,9126251403.0,9860028950.0,2023-06-01,30700.0,2026-03-26,True
3321119470117,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002095,56.562.700.5-587.872,CV MAULANA PRAKASA,Jl. Pacuan Kuda No. 9,TARAKAN,21.0,25494.0,+62288977797,IMPORTIR,,9590839327.0,2023-03-28,20100.0,2026-03-26,True
4433736090857,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003016,43.228.796.7-617.313,PD YULIARTI NABABAN,Gang M.T Haryono No. 704,SUNGAI PENUH,18.0,57318.0,+624828991182,IMPORTIR,,8630587105.0,2024-06-06,30700.0,2026-03-26,True
4098521772962,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004392,58221813,CV SIMBOLON (PERSERO) TBK,Gang Pasirkoja No. 3,TUAL,12.0,39734.0,+62269896722,KEDUA-DUANYA,4803163678.0,9218323470.0,2024-07-11,10800.0,2026-03-26,True
5048926738997,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003121,89.353.908.6-794.202,PD MARDHIYAH,Gg. Ronggowarsito No. 8,MADIUN,12.0,18230.0,+62542699984,EKSPORTIR,5209069395.0,,2025-12-01,10800.0,2026-03-26,True
5802824021019,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002509,565868929,PD RAHAYU GUNAWAN (PERSERO) TBK,Jalan Sukabumi No. 0,KEDIRI,31.0,70193.0,+62841571834,IMPORTIR,,4183892800.0,2025-01-18,40300.0,2026-03-26,True
6816263391265,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003676,58.822.530.5-151.346,PD UTAMI TBK,Jalan Suniaraja No. 6,KOTA ADMINISTRASI JAKARTA SELATAN,35.0,52180.0,+62140556842,EKSPORTIR,4803163678.0,,2023-09-01,60100.0,2026-03-26,True
7357422332228,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004426,02.649.108.9-299.259,UD PUSPITA SIREGAR TBK,Gg. Medokan Ayu No. 3,KOTA ADMINISTRASI JAKARTA BARAT,33.0,97058.0,+62468015749,IMPORTIR,,5025930294.0,2024-01-01,50100.0,2026-03-26,True
8272795596905,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000387,89.107.644.5-890.922,PT KURNIAWAN USADA TBK,Jalan Suniaraja No. 4,CIMAHI,31.0,,+62491981700,IMPORTIR,,781730192.0,2024-01-19,10100.0,2026-03-26,True
0276309015730,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001035,37.367.151.3-929.084,PD PERMADI PRAYOGA TBK,Jalan Medokan Ayu No. 32,BANJARBARU,51.0,17195.0,+62856492260,IMPORTIR,,8070138560.0,2024-10-04,80100.0,2026-03-26,True
0124825544286,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000381,23.353.252.8-227.685,PERUM SITUMORANG HUTASOIT (PERSERO) TBK,Gang Raya Setiabudhi No. 70,SOLOK,64.0,95966.0,+625253220812,KEDUA-DUANYA,2377801197.0,1376769849.0,2025-12-26,100300.0,2026-03-26,True
2592501691569,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000248,60.542.063.7-639.521,PD YULIANTI JAILANI (PERSERO) TBK,Jalan Peta No. 368,TEGAL,33.0,96724.0,+62847726795,IMPORTIR,,3876134373.0,2024-02-07,50100.0,2026-03-26,True
5216229652211,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003356,73.540.741.6-319.752,PT KURNIAWAN ZULKARNAIN,Jalan Jamika No. 9,PONTIANAK,12.0,49896.0,+629033202378,IMPORTIR,,9203219655.0,2023-06-23,10700.0,2026-03-26,True
3594714553401,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001792,06.588.589.8-702.403,PD RAMADAN SAEFULLAH TBK (CABANG),Jl. Gedebage Selatan No. 308,BONTANG,31.0,21617.0,+62836369050,KEDUA-DUANYA,787390378.0,4607688999.0,2025-07-19,40400.0,2026-03-26,True
5957498855829,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004088,66.698.285.9-796.918,PD LATUPONO DAMANIK TBK,Gang Kutai No. 41,KOTA ADMINISTRASI JAKARTA UTARA,51.0,70667.0,+62613456031,KEDUA-DUANYA,4803163678.0,43974758.0,2025-11-08,90100.0,2026-03-26,True
8600320319789,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003250,79.618.934.0-082.091,PRADIPTA PRAYOGA (CABANG),Gg. Hos. Cokroaminoto No. 419,SUNGAI PENUH,61.0,10615.0,+626169500540,EKSPORTIR,2159718961.0,,2025-08-30,90400.0,2026-03-26,True
4973840081105,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002848,18.093.171.4-021.682,UD UWAIS TBK,Gg. Ahmad Yani No. 662,SURABAYA,36.0,77603.0,+627077442084,KEDUA-DUANYA,3339574721.0,2685403573.0,2023-07-27,50400.0,2026-03-26,True
5443441491699,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000615,96.547.144.3-215.236,UD NAPITUPULU TBK,Jalan Suryakencana No. 70,SIBOLGA,31.0,,+62893304498,EKSPORTIR,13126073.0,,2024-07-06,40400.0,2026-03-25,True
1419811796330,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002107,80.345.001.7-771.974,PD SAPUTRA,Gg. Ir. H. Djuanda No. 9,DEPOK,12.0,23072.0,+62603949258,KEDUA-DUANYA,7018366660.0,826707061.0,2023-12-16,10700.0,2026-03-25,True
1749538916244,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002345,09.987.024.6-398.641,PT MEGANTARA TBK,Jl. Gegerkalong Hilir No. 2,CIMAHI,36.0,42526.0,+6226231267,IMPORTIR,,6452297125.0,2023-06-05,50400.0,2026-03-25,True
7781341452448,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003040,55.281.789.9-066.701,PERUM MELANI (PERSERO) TBK (CABANG),Gang Kh Amin Jasuta No. 7,SAWAHLUNTO,12.0,94499.0,+622347964690,KEDUA-DUANYA,9952380367.0,5127105766.0,2024-02-07,11200.0,2026-03-25,True
3413242628989,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001585,95.217.384.5-117.630,CV JAILANI (PERSERO) TBK,Gg. Rawamangun No. 30,MAGELANG,21.0,,+62540356874,KEDUA-DUANYA,1597639337.0,8453853539.0,2023-01-15,20400.0,2026-03-25,True
6305625972237,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002964,03.594.797.1-973.275,CV NURAINI,Gang Raya Setiabudhi No. 110,JAMBI,12.0,,+626162657712,EKSPORTIR,876871839.0,,2023-01-15,10800.0,2026-03-25,True
1745546815957,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003728,52.545.682.7-537.865,PERUM KURNIAWAN,Gg. R.E Martadinata No. 06,MADIUN,21.0,61381.0,+6287566255,EKSPORTIR,6843651691.0,,2024-05-30,20100.0,2026-03-25,True
8005573380792,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004046,51.644.397.0-591.689,PD SUARTINI HANDAYANI TBK (CABANG),Jalan Yos Sudarso No. 3,BANDAR LAMPUNG,12.0,,+62570237562,EKSPORTIR,101368904.0,,2014-07-02,10800.0,2026-03-25,True
0520009196568,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002913,41.268.836.6-750.541,PD WAHYUDIN,Gg. Erlangga No. 833,PAGARALAM,35.0,,+62830248876,IMPORTIR,,8794469696.0,2023-09-06,60100.0,2026-03-25,True
3338169750783,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004149,83752758252,PERUM MUSTOFA ARYANI (PERSERO) TBK,Jalan Pasirkoja No. 10,TEBINGTINGGI,21.0,18044.0,+621896830219,EKSPORTIR,4803163678.0,,2024-11-02,20400.0,2026-03-25,True
0026839700734,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000709,72.340.196.8-672.116,PD JANUAR UTAMA (PERSERO) TBK,Jl. Setiabudhi No. 8,JAMBI,31.0,97936.0,+622800655642,KEDUA-DUANYA,6139712116.0,7631337495.0,2023-03-23,10100.0,2026-03-25,True
4329262055556,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004232,18.909.517.4-621.509,PT IRAWAN,Gg. Bangka Raya No. 781,BINJAI,21.0,48497.0,+628237801618,EKSPORTIR,9970438594.0,,2024-04-14,20400.0,2026-03-25,True
5525893942596,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003479,23.787.234.7-300.105,CV JAILANI,Gang Jamika No. 116,,31.0,63630.0,+62174065756,IMPORTIR,,2218043462.0,2023-08-28,40400.0,2026-03-25,True
6820918812246,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001720,49.125.958.4-904.163,PERUM HIDAYAT SIMANJUNTAK (CABANG),Gang Ronggowarsito No. 560,MEULABOH,35.0,82036.0,+62184629820,IMPORTIR,4803163678.0,3564424973.0,2023-02-01,71300.0,2026-03-25,True
4697894259634,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003789,23.682.577.3-608.412,PD PERTIWI UYAINAH (PERSERO) TBK,Gang Pasir Koja No. 72,TASIKMALAYA,12.0,,+626851516492,EKSPORTIR,4803163678.0,,2025-01-06,20300.0,2026-03-25,True
0534749230810,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001286,60.742.637.9-923.808,PERUM ASTUTI,Jalan Gegerkalong Hilir No. 24,MAGELANG,51.0,89328.0,+627363561906,IMPORTIR,,414275227.0,2024-04-04,90100.0,2026-03-25,True
1077196767416,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004040,49.848.052.6-272.561,PERUM PERMADI MANDALA (PERSERO) TBK,Gg. Gedebage Selatan No. 318,,12.0,14980.0,+625711260877,EKSPORTIR,1318339093.0,,2024-08-10,11200.0,2026-03-25,True
4976039670243,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002241,48.325.136.4-043.360,UD MELANI GUNAWAN (PERSERO) TBK (CABANG),Gang Cikapayang No. 734,MOJOKERTO,21.0,81277.0,+62579372187,EKSPORTIR,7327474612.0,,2025-01-22,20400.0,2026-03-25,True
0712125798969,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002016,09.051.150.4-871.114,UD PRASETYO PRAKASA,Gg. Medokan Ayu No. 016,DEPOK,51.0,,+62819331043,KEDUA-DUANYA,8772955254.0,160554575.0,2023-12-28,80100.0,2026-03-25,True
9315311412331,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001980,60.699.218.8-649.222,PERUM PRASTUTI SIREGAR,Gang Cihampelas No. 392,KEDIRI,21.0,,+62310621309,EKSPORTIR,4803163678.0,,2024-10-10,20100.0,2026-03-25,True
9316393483557,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001252,39.590.030.8-349.450,PERUM PADMASARI SIREGAR,Jalan Monginsidi No. 7,SUNGAI PENUH,12.0,59798.0,+62804004552,EKSPORTIR,8075881579.0,,2024-10-16,10800.0,2026-03-25,True
4648371530376,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000829,24.695.114.7-996.284,PD KUSWANDARI HALIM,Gg. Cikutra Timur No. 1,MEULABOH,61.0,32217.0,+62897195514,EKSPORTIR,8989823526.0,,2023-10-26,90400.0,2026-03-25,True
5748352680648,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003224,55.039.763.6-458.198,CV PRASETYA SIMANJUNTAK (PERSERO) TBK,Jalan Joyoboyo No. 9,,51.0,31403.0,+62663174438,IMPORTIR,,8375227669.0,2023-12-29,80100.0,2026-03-25,True
6694239438375,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003111,86.763.906.4-907.162,UD UYAINAH PRADANA TBK,Gang Pasir Koja No. 526,SURAKARTA,32.0,,+622881006393,KEDUA-DUANYA,9271833957.0,253313316.0,2024-05-09,50900.0,2026-03-25,True
3277036193288,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002322,82.747.504.5-902.140,PT MARYATI NATSIR TBK,Gg. W.R. Supratman No. 02,BLITAR,12.0,22244.0,+62687574922,KEDUA-DUANYA,6393593185.0,1220486042.0,2025-04-11,11200.0,2026-03-25,True
9559651312801,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004027,91.854.358.1-098.323,PERUM PUTRA (CABANG),Jalan Ronggowarsito No. 30,CIMAHI,35.0,48681.0,+623298621208,IMPORTIR,,4071491209.0,2024-08-29,60100.0,2026-03-25,True
2642400174259,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001482,76696777,PD HASTUTI WINARSIH TBK,Gang Moch. Ramdan No. 6,SABANG,51.0,45392.0,+628647026016,KEDUA-DUANYA,4803163678.0,9016113346.0,2025-07-01,90100.0,2026-03-25,True
4151061252060,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001214,40.459.610.9-228.277,CV BUDIYANTO IRAWAN,Gang Ciumbuleuit No. 149,TEGAL,31.0,28673.0,+62952761380,IMPORTIR,,9086552761.0,2023-06-29,40400.0,2026-03-25,True
8051840477350,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004729,30.826.123.8-803.541,PT HALIM SUARTINI TBK,Jalan M.H Thamrin No. 40,LUBUKLINGGAU,12.0,,+624861093004,EKSPORTIR,2591445809.0,,2024-01-09,10800.0,2026-03-25,True
7890483346586,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000886,88.468.937.2-396.061,CV THAMRIN TBK,Jl. Peta No. 94,BOGOR,73.0,25460.0,+625322664265,KEDUA-DUANYA,4803163678.0,6945673971.0,2025-04-29,140100.0,2026-03-25,True
8831446820401,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000002,69.012.674.7-627.286,UD HIDAYAT (PERSERO) TBK,Jl. Astana Anyar No. 502,BEKASI,64.0,54277.0,+628142663275,KEDUA-DUANYA,7486191613.0,1431354276.0,2024-04-04,100300.0,2026-03-25,True
3608545667664,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004746,06.274.497.3-347.651,PERUM NATSIR AGUSTINA (PERSERO) TBK,Gang Sukajadi No. 2,MOJOKERTO,31.0,,+62876263946,EKSPORTIR,4803163678.0,,2024-02-27,40300.0,2026-03-25,True
2417984339821,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000786,82.790.039.4-724.853,PT HAKIM,Gang Ahmad Yani No. 4,CIMAHI,35.0,41324.0,+62738522197,KEDUA-DUANYA,1811033898.0,1284675185.0,2024-06-05,70100.0,2026-03-25,True
9456189134931,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001622,92.391.895.7-377.331,CV UTAMA (CABANG),Gg. Kiaracondong No. 84,PALEMBANG,31.0,41902.0,+628476973971,KEDUA-DUANYA,7023565993.0,3348078511.0,2025-12-20,40400.0,2026-03-25,True
2796177001280,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002803,70.352.797.5-707.069,UD SIHOMBING SIMBOLON TBK,Gang Merdeka No. 6,MOJOKERTO,18.0,81392.0,+626697917837,EKSPORTIR,7499492755.0,,2023-07-08,30700.0,2026-03-25,True
6323979137876,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001648,41.657.377.3-921.042,PD SINAGA FARIDA (PERSERO) TBK,Jl. Rajawali Barat No. 50,KOTAMOBAGU,31.0,,+622359392209,IMPORTIR,,3144213039.0,2023-02-05,40300.0,2026-03-25,True
2968244850072,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004565,66.519.675.9-989.347,CV NAPITUPULU,Jalan Dipatiukur No. 552,MALANG,51.0,,+62857324278,EKSPORTIR,8409353635.0,,2023-01-05,80100.0,2026-03-25,True
1486329085050,,,,,,,,,,,,,,,DICABUT,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003983,754975364,PD ANDRIANI,Gg. K.H. Wahid Hasyim No. 720,PROBOLINGGO,91.0,80418.0,+622497791411,IMPORTIR,,5493418635.0,2023-09-14,120300.0,2026-03-25,True
0654636805245,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001887,57.781.623.5-093.449,UD PRADANA RAHIMAH,Gg. Raya Ujungberung No. 500,BANJARBARU,31.0,37602.0,+62885693440,IMPORTIR,,5975025491.0,2025-02-14,40300.0,2026-03-25,True
4252516185759,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000415,643425222,CV SANTOSO TBK,Jalan Jend. A. Yani No. 989,BANDUNG,31.0,50312.0,+62377401942,IMPORTIR,,4075916992.0,2025-07-19,40300.0,2026-03-25,True
5536377665995,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001399,79.613.046.2-678.234,CV SUSANTI MARYATI TBK (CABANG),Jl. Kapten Muslihat No. 0,,12.0,66714.0,+62929221426,KEDUA-DUANYA,6869102744.0,6797499782.0,2015-05-19,10700.0,2026-03-25,True
0461172959639,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003679,02.291.018.9-004.933,SANTOSO WAHYUDIN (CABANG),Jalan Jakarta No. 6,BOGOR,18.0,66785.0,+62418183470,IMPORTIR,4803163678.0,8371908289.0,2024-11-21,30700.0,2026-03-25,True
5622171467418,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003460,69.023.321.0-348.543,UD HARYANTO HARYANTI,Gg. Suryakencana No. 52,PALU,35.0,,+62439972935,KEDUA-DUANYA,2961440582.0,9960456916.0,2023-07-21,60100.0,2026-03-25,True
