NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,FLAG_MITA,FLAG_AEO,NAMA_PERSEROAN_CLEAN,NPWP_CLEAN
764871775461.0,99.240.658.3-872.725,Perum Wacana,Perum Waca,CV,Berbadan Hukum,Aktif,Gang Abdul Muis No. 30,Kota Administrasi Jakarta Pusat,9386,24479,N,N,API-P,2025-09-16,AKTIF,N,Y,PERUM WACANA,99.240.658.3-872.725
1225909566844.0,82.373.379.1-212.110,PT PRASETYA (PERSERO) TBK,PT PRASETY,CV,Berbadan Hukum,Aktif,Jalan Cikutra Timur No. 4,Tarakan,3053,96958,Y,N,API-U,2026-03-01,AKTIF,N,N,PT PRASETYA PERSERO TBK,82.373.379.1-212.110
8780358690170.0,74.039.251.9-994.529,PD PUSPITA BUDIMAN TBK,PD PUSPITA,PT,Berbadan Hukum,Aktif,Gang Cempaka No. 773,Batu,6315,64609,Y,Y,API-U,2025-06-22,AKTIF,Y,N,PD PUSPITA BUDIMAN TBK,74.039.251.9-994.529
1712227643387.0,22.054.221.6-265.496,PD Purwanti,PD Purwant,CV,Berbadan Hukum,Aktif,Jl. Ahmad Dahlan No. 44,Solok,4251,77029,N,N,API-P,2026-03-06,AKTIF,N,N,PD PURWANTI,22.054.221.6-265.496
3083344470488.0,78.995.047.0-205.968,Perum Thamrin Pratiwi,Perum Tham,CV,Berbadan Hukum,Aktif,Jalan Peta No. 7,Madiun,6823,68269,Y,N,API-P,2026-02-10,AKTIF,Y,Y,PERUM THAMRIN PRATIWI,78.995.047.0-205.968
1953774926632.0,95.634.277.7-522.592,PT Widodo,PT Widodo,PT,Berbadan Hukum,Aktif,Jl. Joyoboyo No. 22,Magelang,1387,86536,N,N,API-P,2026-01-02,AKTIF,N,Y,PT WIDODO,95.634.277.7-522.592
6165812920592.0,29.411.563.0-295.596,UD Tarihoran (Persero) Tbk,UD Tarihor,CV,Berbadan Hukum,Aktif,Jalan Surapati No. 74,Padang Sidempuan,4910,22640,Y,Y,API-U,2026-04-26,AKTIF,Y,Y,UD TARIHORAN PERSERO TBK,29.411.563.0-295.596
6372629420661.0,54.980.851.3-313.800,PD Yolanda (Persero) Tbk,PD Yolanda,PT,Berbadan Hukum,Aktif,Gang Veteran No. 30,Banjar,5566,29981,N,N,API-U,2025-10-31,AKTIF,N,N,PD YOLANDA PERSERO TBK,54.980.851.3-313.800
9832112212154.0,81.582.686.8-764.019,PT Simbolon Suryatmi (Persero) Tbk,PT Simbolo,PT,Berbadan Hukum,Aktif,Jalan Soekarno Hatta No. 968,Bandung,2897,27532,Y,Y,API-P,2025-08-21,AKTIF,Y,N,PT SIMBOLON SURYATMI PERSERO TBK,81.582.686.8-764.019
8548806442006.0,29.877.873.5-856.646,CV Sinaga Mustofa Tbk,CV Sinaga ,PT,Berbadan Hukum,Aktif,Jl. Joyoboyo No. 73,Bogor,6192,32781,N,N,API-U,2025-12-16,AKTIF,N,Y,CV SINAGA MUSTOFA TBK,29.877.873.5-856.646
1962342192622.0,13.204.104.2-948.314,CV Prasasta Tbk,CV Prasast,PT,Berbadan Hukum,Aktif,Jl. Tebet Barat Dalam No. 87,Balikpapan,9056,16481,Y,N,API-P,2025-09-19,AKTIF,Y,Y,CV PRASASTA TBK,13.204.104.2-948.314
8911797269999.0,49.812.831.8-003.666,PD Laksmiwati,PD Laksmiw,Koperasi,Berbadan Hukum,Aktif,Gang Cihampelas No. 68,Pasuruan,1443,61124,Y,N,API-P,2025-11-18,AKTIF,Y,N,PD LAKSMIWATI,49.812.831.8-003.666
2000532853863.0,10.505.243.8-380.582,CV Utama,CV Utama,CV,Berbadan Hukum,Aktif,Jalan Pacuan Kuda No. 34,Pagaralam,7947,51773,N,Y,API-P,2025-07-31,AKTIF,Y,Y,CV UTAMA,10.505.243.8-380.582
9299007686276.0,33.283.896.3-376.185,UD Sihombing Tbk,UD Sihombi,Koperasi,Berbadan Hukum,Aktif,Gang Ahmad Yani No. 90,Kota Administrasi Jakarta Selatan,2968,28403,N,Y,API-U,2026-02-10,AKTIF,Y,N,UD SIHOMBING TBK,33.283.896.3-376.185
8626713684101.0,32.823.392.1-883.527,Perum Tarihoran Tbk,Perum Tari,PT,Berbadan Hukum,Aktif,Gg. Waringin No. 7,Tangerang,2137,22294,N,Y,API-P,2025-09-22,AKTIF,Y,Y,PERUM TARIHORAN TBK,32.823.392.1-883.527
8750677610659.0,20.881.431.9-279.761,UD Uyainah Pradana (Persero) Tbk,UD Uyainah,CV,Berbadan Hukum,Aktif,Jalan Indragiri No. 458,Binjai,8647,79252,Y,Y,API-U,2025-12-31,AKTIF,N,N,UD UYAINAH PRADANA PERSERO TBK,20.881.431.9-279.761
8159698384572.0,02.665.686.2-959.125,Perum Wahyudin Tbk,Perum Wahy,PT,Berbadan Hukum,Aktif,Gg. Jend. Sudirman No. 60,Semarang,8443,53433,Y,N,API-U,2025-10-10,AKTIF,Y,N,PERUM WAHYUDIN TBK,02.665.686.2-959.125
3498992553946.0,07.429.907.4-729.669,UD Sudiati Lazuardi,UD Sudiati,Koperasi,Berbadan Hukum,Aktif,Gang Erlangga No. 0,Banda Aceh,6089,35061,N,Y,API-P,2026-01-18,AKTIF,Y,N,UD SUDIATI LAZUARDI,07.429.907.4-729.669
1799670808974.0,74.859.946.4-183.984,Perum Hidayat Tbk,Perum Hida,Koperasi,Berbadan Hukum,Aktif,Gg. Ahmad Yani No. 3,Samarinda,2943,42337,N,Y,API-U,2026-04-14,AKTIF,Y,N,PERUM HIDAYAT TBK,74.859.946.4-183.984
6734785369881.0,64.980.445.0-928.605,PT Sudiati Santoso,PT Sudiati,CV,Berbadan Hukum,Aktif,Jl. Cikutra Timur No. 840,Padangpanjang,3900,33997,N,N,API-U,2025-12-18,AKTIF,N,Y,PT SUDIATI SANTOSO,64.980.445.0-928.605
1026270664890.0,08.248.458.1-308.898,PT Nasyiah Habibi Tbk,PT Nasyiah,PT,Berbadan Hukum,Aktif,Gg. Gardujati No. 17,Kota Administrasi Jakarta Selatan,4212,18939,Y,Y,API-U,2026-03-05,AKTIF,N,N,PT NASYIAH HABIBI TBK,08.248.458.1-308.898
574883997418.0,56.302.750.0-030.566,UD Purnawati Anggriawan Tbk,UD Purnawa,CV,Berbadan Hukum,Aktif,Jalan Kutai No. 9,Salatiga,2768,4694,N,N,API-P,2025-08-15,AKTIF,Y,Y,UD PURNAWATI ANGGRIAWAN TBK,56.302.750.0-030.566
9953056418493.0,78.467.908.7-018.726,CV Sitompul Mayasari Tbk,CV Sitompu,CV,Berbadan Hukum,Aktif,Gang Jayawijaya No. 548,Pekalongan,1672,71270,Y,N,API-P,2026-01-03,AKTIF,Y,Y,CV SITOMPUL MAYASARI TBK,78.467.908.7-018.726
136510344442.0,99.067.456.8-652.406,PERUM HALIMAH TBK,PERUM HALI,Koperasi,Berbadan Hukum,Aktif,Jl. Bangka Raya No. 4,Singkawang,3422,75823,Y,Y,API-P,2025-12-23,AKTIF,N,N,PERUM HALIMAH TBK,99.067.456.8-652.406
2155996725622.0,21.905.334.7-047.476,CV Prabowo,CV Prabowo,CV,Berbadan Hukum,Aktif,Gang Ahmad Dahlan No. 14,Tual,6073,92523,N,N,API-U,2025-09-21,AKTIF,N,Y,CV PRABOWO,21.905.334.7-047.476
8455939652138.0,35.071.245.5-312.900,CV Manullang Suryatmi (Persero) Tbk,CV Manulla,CV,Berbadan Hukum,Aktif,Gang Pasteur No. 474,Tomohon,5181,24555,Y,N,API-P,2025-10-23,AKTIF,Y,N,CV MANULLANG SURYATMI PERSERO TBK,35.071.245.5-312.900
6221173277264.0,88.395.855.8-522.942,UD ANGGRAINI PRATIWI TBK,UD ANGGRAI,CV,Berbadan Hukum,Aktif,Gg. Cikutra Barat No. 52,Tarakan,6773,40334,N,Y,API-P,2025-09-09,AKTIF,N,Y,UD ANGGRAINI PRATIWI TBK,88.395.855.8-522.942
2516185759171.0,05.080.549.1-477.447,UD Dongoran Tbk,UD Dongora,CV,Berbadan Hukum,Aktif,Gang Stasiun Wonokromo No. 3,Prabumulih,4873,98741,N,Y,API-U,2026-03-26,AKTIF,Y,N,UD DONGORAN TBK,05.080.549.1-477.447
5352478417159.0,49.734.493.0-537.880,CV Marpaung,CV Marpaun,Koperasi,Berbadan Hukum,Aktif,Gang Cihampelas No. 6,Bogor,4741,34996,Y,N,API-P,2026-05-03,AKTIF,Y,Y,CV MARPAUNG,49.734.493.0-537.880
,08.788.281.5-278.730,PT Hakim,PT Hakim,PT,Berbadan Hukum,Aktif,Gang Cempaka No. 17,Bitung,5773,15622,N,N,API-P,2025-12-02,AKTIF,Y,N,PT HAKIM,08.788.281.5-278.730
8625152174653.0,53.780.189.1-567.344,Perum Pangestu (Persero) Tbk,Perum Pang,CV,Berbadan Hukum,Aktif,Gg. Joyoboyo No. 4,Dumai,7350,2155,Y,N,API-U,2025-06-17,AKTIF,Y,Y,PERUM PANGESTU PERSERO TBK,53.780.189.1-567.344
7177629691433.0,62.999.466.4-509.999,CV Nashiruddin Sinaga Tbk,CV Nashiru,PT,Berbadan Hukum,Aktif,Gang Rumah Sakit No. 449,Purwokerto,1575,21666,N,N,API-P,2026-01-12,AKTIF,Y,Y,CV NASHIRUDDIN SINAGA TBK,62.999.466.4-509.999
108985739083.0,52.118.968.4-424.648,PT Nuraini Halim Tbk,PT Nuraini,Koperasi,Berbadan Hukum,Aktif,Jalan S. Parman No. 87,Bima,9565,95119,N,Y,API-P,2026-03-30,AKTIF,N,Y,PT NURAINI HALIM TBK,52.118.968.4-424.648
4997957285759.0,58.281.902.2-179.789,Perum Kusumo,Perum Kusu,PT,Berbadan Hukum,Aktif,Gg. Kendalsari No. 3,Kota Administrasi Jakarta Timur,2312,64772,N,Y,API-P,2026-04-06,AKTIF,N,Y,PERUM KUSUMO,58.281.902.2-179.789
2488397170598.0,44.514.367.2-868.112,PT Najmudin Tbk,PT Najmudi,CV,Berbadan Hukum,Aktif,Jalan Surapati No. 4,Dumai,4665,96003,N,Y,API-P,2025-10-05,AKTIF,Y,Y,PT NAJMUDIN TBK,44.514.367.2-868.112
388568119397.0,81.459.009.9-217.790,PD Maryadi Tbk,PD Maryadi,PT,Berbadan Hukum,Aktif,Gang Suryakencana No. 3,Semarang,7168,92323,Y,Y,API-U,2025-12-21,AKTIF,N,Y,PD MARYADI TBK,81.459.009.9-217.790
,07.053.260.1-193.910,CV Januar (Persero) Tbk,CV Januar ,PT,Berbadan Hukum,Aktif,Gg. Cikutra Timur No. 53,Pekalongan,5173,34264,Y,N,API-U,2025-12-17,AKTIF,N,Y,CV JANUAR PERSERO TBK,07.053.260.1-193.910
8297425513609.0,08.581.810.4-502.437,CV Thamrin Dongoran,CV Thamrin,PT,Berbadan Hukum,Aktif,Jalan Sukabumi No. 736,Purwokerto,4484,77633,Y,N,API-U,2025-12-08,AKTIF,N,N,CV THAMRIN DONGORAN,08.581.810.4-502.437
6158736627135.0,89.693.353.9-005.856,PERUM MAHESWARA ISWAHYUDI (PERSERO) TBK,PERUM MAHE,CV,Berbadan Hukum,Aktif,Jl. Gedebage Selatan No. 95,Sungai Penuh,2580,63318,N,N,API-P,2026-03-26,AKTIF,N,Y,PERUM MAHESWARA ISWAHYUDI PERSERO TBK,89.693.353.9-005.856
,55.116.436.9-028.377,PD RAJASA (PERSERO) TBK,PD RAJASA ,PT,Berbadan Hukum,Aktif,Jl. Sukabumi No. 61,Pekanbaru,4077,54164,N,Y,API-P,2025-09-03,AKTIF,N,Y,PD RAJASA PERSERO TBK,55.116.436.9-028.377
7028966605342.0,81.644.161.0-197.535,PT YULIANTI YUNIAR,PT YULIANT,CV,Berbadan Hukum,Aktif,Jalan Pelajar Pejuang No. 5,Jambi,9872,23290,Y,N,API-U,2025-11-13,AKTIF,Y,N,PT YULIANTI YUNIAR,81.644.161.0-197.535
4640510388027.0,30.427.636.2-814.447,Perum Mangunsong Mandala,Perum Mang,Koperasi,Berbadan Hukum,Aktif,Jl. Kutisari Selatan No. 459,Tual,3001,26228,N,Y,API-P,2025-12-10,AKTIF,N,N,PERUM MANGUNSONG MANDALA,30.427.636.2-814.447
8939530969067.0,64.909.228.8-498.745,CV Utama Kusumo,CV Utama K,Koperasi,Berbadan Hukum,Aktif,Gg. Laswi No. 65,Balikpapan,6844,95005,N,Y,API-P,2026-04-27,AKTIF,Y,Y,CV UTAMA KUSUMO,64.909.228.8-498.745
,88.116.403.4-398.818,PD Firmansyah,PD Firmans,CV,Berbadan Hukum,Aktif,Jalan R.E Martadinata No. 98,Bengkulu,9184,21053,N,Y,API-P,2025-09-07,AKTIF,N,N,PD FIRMANSYAH,88.116.403.4-398.818
,04.130.909.1-538.602,PD Haryanto,PD Haryant,Koperasi,Berbadan Hukum,Aktif,Gang Veteran No. 7,Sibolga,3192,90477,Y,Y,API-P,2025-06-13,AKTIF,Y,N,PD HARYANTO,04.130.909.1-538.602
6254204123190.0,57.720.441.0-079.419,CV Sinaga Tbk,CV Sinaga ,CV,Berbadan Hukum,Aktif,Gang Joyoboyo No. 238,Malang,4624,23116,Y,N,API-U,2025-08-22,AKTIF,Y,Y,CV SINAGA TBK,57.720.441.0-079.419
2453810979412.0,24.870.987.2-649.632,Perum Jailani (Persero) Tbk,Perum Jail,Koperasi,Berbadan Hukum,Aktif,Jalan Kapten Muslihat No. 57,Banda Aceh,4007,25652,Y,Y,API-P,2025-08-20,AKTIF,N,N,PERUM JAILANI PERSERO TBK,24.870.987.2-649.632
5174224043261.0,18.900.346.8-616.307,PD USAMAH,PD USAMAH,Koperasi,Berbadan Hukum,Aktif,Jl. Antapani Lama No. 032,Mojokerto,1296,50977,N,Y,API-P,2025-07-30,AKTIF,N,N,PD USAMAH,18.900.346.8-616.307
2867202009536.0,62.195.368.9-005.779,CV Utami Tbk,CV Utami T,CV,Berbadan Hukum,Aktif,Gg. Wonoayu No. 87,Kota Administrasi Jakarta Selatan,6228,48552,N,Y,API-U,2026-04-10,AKTIF,Y,Y,CV UTAMI TBK,62.195.368.9-005.779
17325900739.0,71.307.221.1-386.908,UD Laksita Tbk,UD Laksita,CV,Berbadan Hukum,Aktif,Gang Cikutra Timur No. 60,Banjar,8843,13711,Y,Y,API-P,2026-06-02,AKTIF,N,N,UD LAKSITA TBK,71.307.221.1-386.908
1672210454617.0,19.281.707.4-436.023,CV Situmorang Tbk,CV Situmor,PT,Berbadan Hukum,Aktif,Jalan S. Parman No. 683,Batam,6040,30358,N,N,API-P,2026-02-18,AKTIF,Y,N,CV SITUMORANG TBK,19.281.707.4-436.023
4225216025239.0,41.209.447.7-269.032,Perum Nuraini Novitasari,Perum Nura,PT,Berbadan Hukum,Aktif,Jalan Ahmad Dahlan No. 521,Kediri,7992,93289,N,N,API-P,2026-05-22,AKTIF,Y,N,PERUM NURAINI NOVITASARI,41.209.447.7-269.032
5513276179480.0,24.559.851.6-021.191,CV Setiawan Hardiansyah Tbk,CV Setiawa,PT,Berbadan Hukum,Aktif,Gang Waringin No. 52,Singkawang,6337,1484,N,N,API-P,2025-06-22,AKTIF,Y,N,CV SETIAWAN HARDIANSYAH TBK,24.559.851.6-021.191
8912686498647.0,86.862.376.0-088.447,Perum Riyanti Hidayat,Perum Riya,Koperasi,Berbadan Hukum,Aktif,Jalan Ir. H. Djuanda No. 23,Palopo,5340,26693,N,N,API-P,2025-12-05,AKTIF,Y,N,PERUM RIYANTI HIDAYAT,86.862.376.0-088.447
837819190749.0,92.164.006.9-836.923,UD Hidayanto Prasetyo,UD Hidayan,Koperasi,Berbadan Hukum,Aktif,Gg. Gedebage Selatan No. 9,Ambon,6441,37245,N,Y,API-P,2025-09-21,AKTIF,Y,Y,UD HIDAYANTO PRASETYO,92.164.006.9-836.923
3484864708213.0,98.654.622.0-212.372,PT Nurdiyanti,PT Nurdiya,Koperasi,Berbadan Hukum,Aktif,Gg. Moch. Ramdan No. 7,Batam,1338,18972,N,N,API-P,2025-06-16,AKTIF,Y,Y,PT NURDIYANTI,98.654.622.0-212.372
5503300008863.0,46.739.190.0-889.911,UD Saputra,UD Saputra,PT,Berbadan Hukum,Aktif,Gang Gardujati No. 7,Tarakan,5230,92743,Y,N,API-U,2026-03-04,AKTIF,N,N,UD SAPUTRA,46.739.190.0-889.911
1600916923273.0,79.897.906.0-854.818,PT Suartini,PT Suartin,Koperasi,Berbadan Hukum,Aktif,Gg. Bangka Raya No. 01,Tanjungbalai,8067,44856,N,N,API-P,2026-01-24,AKTIF,Y,Y,PT SUARTINI,79.897.906.0-854.818
7463000998433.0,61.137.118.1-519.854,UD Hutasoit (Persero) Tbk,UD Hutasoi,Koperasi,Berbadan Hukum,Aktif,Jalan Indragiri No. 39,Bengkulu,6502,41789,N,N,API-U,2026-01-14,AKTIF,N,Y,UD HUTASOIT PERSERO TBK,61.137.118.1-519.854
8294203401535.0,34.660.756.9-994.494,Perum Maryati Widiastuti Tbk,Perum Mary,PT,Berbadan Hukum,Aktif,Jl. Joyoboyo No. 135,Cilegon,7726,60577,N,Y,API-U,2025-09-22,AKTIF,N,Y,PERUM MARYATI WIDIASTUTI TBK,34.660.756.9-994.494
6720108240281.0,82.238.794.0-262.085,PD Utami,PD Utami,CV,Berbadan Hukum,Aktif,Jl. Ahmad Yani No. 051,Kendari,9305,60745,N,Y,API-P,2026-05-01,AKTIF,Y,Y,PD UTAMI,82.238.794.0-262.085
1745273536423.0,57.004.129.1-828.518,UD Prayoga Tbk,UD Prayoga,CV,Berbadan Hukum,Aktif,Gg. Erlangga No. 4,Banjarmasin,3003,38856,N,Y,API-P,2026-02-05,AKTIF,Y,N,UD PRAYOGA TBK,57.004.129.1-828.518
6125590461007.0,92.304.660.0-128.382,CV Mandasari (Persero) Tbk,CV Mandasa,Koperasi,Berbadan Hukum,Aktif,Jalan Raya Setiabudhi No. 11,Tasikmalaya,8608,59726,N,Y,API-U,2026-02-03,AKTIF,N,Y,CV MANDASARI PERSERO TBK,92.304.660.0-128.382
1012329615120.0,48.507.665.3-446.042,UD Laksita Tampubolon,UD Laksita,CV,Berbadan Hukum,Aktif,Gang Jamika No. 501,Bengkulu,3464,94884,Y,Y,API-P,2026-02-10,AKTIF,N,Y,UD LAKSITA TAMPUBOLON,48.507.665.3-446.042
7634601915305.0,73.472.435.8-617.682,PD Safitri Hutagalung,PD Safitri,Koperasi,Berbadan Hukum,Aktif,Jl. Kutisari Selatan No. 6,Bontang,3773,25856,N,Y,API-P,2026-03-27,AKTIF,Y,Y,PD SAFITRI HUTAGALUNG,73.472.435.8-617.682
5127267086665.0,62.241.976.8-784.947,PD Jailani Sihombing,PD Jailani,Koperasi,Berbadan Hukum,Aktif,Jalan Cempaka No. 382,Probolinggo,8752,7333,Y,Y,API-U,2025-12-06,AKTIF,N,Y,PD JAILANI SIHOMBING,62.241.976.8-784.947
1290350061848.0,97.422.354.3-404.668,PD Yuliarti Pratama,PD Yuliart,CV,Berbadan Hukum,Aktif,Gg. Pacuan Kuda No. 977,Semarang,3596,88936,Y,N,API-U,2026-03-19,AKTIF,Y,Y,PD YULIARTI PRATAMA,97.422.354.3-404.668
1215649525492.0,06.441.119.7-388.182,Perum Prastuti Wacana,Perum Pras,Koperasi,Berbadan Hukum,Aktif,Gang Pasirkoja No. 55,Bukittinggi,8695,58512,Y,Y,API-P,2026-03-25,AKTIF,N,N,PERUM PRASTUTI WACANA,06.441.119.7-388.182
3063435948821.0,88.496.806.6-405.110,CV Nasyiah (Persero) Tbk,CV Nasyiah,PT,Berbadan Hukum,Aktif,Gang Dr. Djunjunan No. 3,Kota Administrasi Jakarta Pusat,4077,83749,N,N,API-U,2026-05-11,AKTIF,Y,Y,CV NASYIAH PERSERO TBK,88.496.806.6-405.110
1254341230160.0,49.860.372.1-860.032,PD Safitri,PD Safitri,PT,Berbadan Hukum,Aktif,Gang Cikutra Timur No. 087,Gorontalo,2123,57215,Y,N,API-U,2025-08-19,AKTIF,Y,Y,PD SAFITRI,49.860.372.1-860.032
,03.471.317.1-978.601,UD Purnawati,UD Purnawa,CV,Berbadan Hukum,Aktif,Gg. Bangka Raya No. 2,Medan,7456,37484,N,N,API-P,2025-07-09,AKTIF,N,N,UD PURNAWATI,03.471.317.1-978.601
2590841947855.0,01.137.535.8-210.728,CV Purnawati Tbk,CV Purnawa,CV,Berbadan Hukum,Aktif,Jalan Kendalsari No. 591,Langsa,9758,91862,N,N,API-P,2026-04-13,AKTIF,N,N,CV PURNAWATI TBK,01.137.535.8-210.728
7807279037161.0,60.881.972.2-399.647,CV Rahimah Nugroho,CV Rahimah,PT,Berbadan Hukum,Aktif,Gg. Gedebage Selatan No. 11,Denpasar,9134,96667,Y,N,API-U,2025-09-29,AKTIF,N,N,CV RAHIMAH NUGROHO,60.881.972.2-399.647
1837530768102.0,48.085.578.0-024.432,UD Najmudin Kuswoyo,UD Najmudi,Koperasi,Berbadan Hukum,Aktif,Jalan Bangka Raya No. 71,Kota Administrasi Jakarta Selatan,4594,46335,Y,Y,API-U,2026-04-28,AKTIF,Y,N,UD NAJMUDIN KUSWOYO,48.085.578.0-024.432
6221690696857.0,46.706.751.6-913.952,UD Hartati,UD Hartati,CV,Berbadan Hukum,Aktif,Jalan Rungkut Industri No. 805,Cirebon,2565,20800,Y,Y,API-U,2025-11-18,AKTIF,Y,Y,UD HARTATI,46.706.751.6-913.952
5016426107033.0,50.842.431.9-839.248,PD Samosir (Persero) Tbk,PD Samosir,PT,Berbadan Hukum,Aktif,Jl. Kebonjati No. 9,Bima,5897,28351,Y,N,API-U,2026-01-02,AKTIF,N,N,PD SAMOSIR PERSERO TBK,50.842.431.9-839.248
8130041691053.0,02.151.675.8-646.339,Perum Wahyudin Pertiwi,Perum Wahy,CV,Berbadan Hukum,Aktif,Jalan S. Parman No. 709,Bandung,6506,81441,Y,Y,API-P,2025-08-22,AKTIF,N,Y,PERUM WAHYUDIN PERTIWI,02.151.675.8-646.339
3481105014764.0,27.896.157.3-855.128,CV Rahayu (Persero) Tbk,CV Rahayu ,CV,Berbadan Hukum,Aktif,Jalan Rungkut Industri No. 957,Metro,2351,71815,Y,N,API-P,2025-12-30,AKTIF,N,Y,CV RAHAYU PERSERO TBK,27.896.157.3-855.128
7751239597815.0,54.260.972.3-602.446,UD Megantara Permadi,UD Meganta,Koperasi,Berbadan Hukum,Aktif,Gg. Cihampelas No. 07,Bengkulu,7158,81589,N,N,API-P,2026-03-03,AKTIF,N,Y,UD MEGANTARA PERMADI,54.260.972.3-602.446
4677205171073.0,08.715.647.8-370.317,Perum Yuniar Pangestu Tbk,Perum Yuni,CV,Berbadan Hukum,Aktif,Gg. Kiaracondong No. 66,Jambi,6310,61707,N,Y,API-P,2025-06-28,AKTIF,Y,N,PERUM YUNIAR PANGESTU TBK,08.715.647.8-370.317
4380274148572.0,60.292.546.8-627.288,UD Purwanti,UD Purwant,Koperasi,Berbadan Hukum,Aktif,Gang Yos Sudarso No. 08,Balikpapan,6019,31499,N,Y,API-U,2025-08-05,AKTIF,Y,N,UD PURWANTI,60.292.546.8-627.288
766420763271.0,35.386.762.5-923.868,UD Hardiansyah Nasyidah,UD Hardian,CV,Berbadan Hukum,Aktif,Gg. Sukajadi No. 580,Palopo,8885,88285,Y,N,API-U,2026-03-05,AKTIF,Y,Y,UD HARDIANSYAH NASYIDAH,35.386.762.5-923.868
9060488693205.0,53.405.089.2-739.615,CV Januar,CV Januar,CV,Berbadan Hukum,Aktif,Jl. Raya Setiabudhi No. 373,Banjarmasin,8462,6314,Y,N,API-P,2026-06-06,AKTIF,Y,Y,CV JANUAR,53.405.089.2-739.615
6405356707897.0,75.542.619.0-384.227,CV Wahyuni,CV Wahyuni,CV,Berbadan Hukum,Aktif,Gg. Moch. Ramdan No. 60,Bandung,4541,29394,Y,N,API-P,2025-06-21,AKTIF,Y,N,CV WAHYUNI,75.542.619.0-384.227
6273202227111.0,75.769.171.6-204.298,Perum Utami Saragih (Persero) Tbk,Perum Utam,Koperasi,Berbadan Hukum,Aktif,Jalan Veteran No. 64,Kendari,7194,74906,Y,N,API-P,2025-11-07,AKTIF,N,N,PERUM UTAMI SARAGIH PERSERO TBK,75.769.171.6-204.298
1448698305216.0,90.392.202.6-980.142,PD Mahendra,PD Mahendr,CV,Berbadan Hukum,Aktif,Jl. Gardujati No. 712,Tebingtinggi,7612,24648,Y,Y,API-U,2025-07-31,AKTIF,Y,N,PD MAHENDRA,90.392.202.6-980.142
4710680177031.0,63.705.004.9-332.672,UD Purnawati Tbk,UD Purnawa,CV,Berbadan Hukum,Aktif,Gg. Kiaracondong No. 873,Samarinda,5258,80771,Y,N,API-P,2025-10-26,AKTIF,N,N,UD PURNAWATI TBK,63.705.004.9-332.672
4693172947638.0,08.390.654.0-259.985,CV Firgantoro,CV Firgant,PT,Berbadan Hukum,Aktif,Jl. Cikutra Timur No. 695,Padang Sidempuan,2881,27908,N,N,API-P,2026-01-06,AKTIF,Y,Y,CV FIRGANTORO,08.390.654.0-259.985
9393272728129.0,16.350.496.0-266.765,CV Simanjuntak Gunawan,CV Simanju,CV,Berbadan Hukum,Aktif,Gg. Pasir Koja No. 573,Balikpapan,3912,66248,Y,Y,API-P,2025-10-18,AKTIF,N,Y,CV SIMANJUNTAK GUNAWAN,16.350.496.0-266.765
7284539749950.0,70.886.406.7-560.208,CV Nashiruddin,CV Nashiru,PT,Berbadan Hukum,Aktif,Gang Astana Anyar No. 13,Parepare,1267,82285,Y,Y,API-U,2026-01-29,AKTIF,N,Y,CV NASHIRUDDIN,70.886.406.7-560.208
1929022154390.0,44.890.932.2-533.320,PT Haryanto,PT Haryant,PT,Berbadan Hukum,Aktif,Jl. Raya Ujungberung No. 02,Bandar Lampung,3848,30609,N,Y,API-P,2025-07-02,AKTIF,N,Y,PT HARYANTO,44.890.932.2-533.320
3510255501935.0,45.036.988.8-439.333,PD Purnawati,PD Purnawa,PT,Berbadan Hukum,Aktif,Jl. Ahmad Yani No. 1,Payakumbuh,3757,79649,Y,N,API-U,2025-09-11,AKTIF,N,Y,PD PURNAWATI,45.036.988.8-439.333
4362962080598.0,31.244.129.0-759.659,PD Prakasa Zulaika Tbk,PD Prakasa,CV,Berbadan Hukum,Aktif,Gang Ronggowarsito No. 785,Magelang,3293,24264,N,N,API-P,2026-04-14,AKTIF,N,Y,PD PRAKASA ZULAIKA TBK,31.244.129.0-759.659
123763177495.0,42.106.294.1-937.591,UD Damanik Astuti,UD Damanik,PT,Berbadan Hukum,Aktif,Jl. Erlangga No. 83,Bandar Lampung,3269,25366,Y,Y,API-P,2026-04-15,AKTIF,N,N,UD DAMANIK ASTUTI,42.106.294.1-937.591
2671317536264.0,75.286.461.2-096.173,PD Hartati Handayani Tbk,PD Hartati,Koperasi,Berbadan Hukum,Aktif,Gang Raya Ujungberung No. 6,Jambi,1533,83333,Y,N,API-P,2026-02-02,AKTIF,Y,N,PD HARTATI HANDAYANI TBK,75.286.461.2-096.173
992845240321.0,15.355.051.4-321.914,Perum Utama Hariyah,Perum Utam,Koperasi,Berbadan Hukum,Aktif,Gang Lembong No. 27,Bekasi,4995,87496,N,N,API-P,2025-08-21,AKTIF,N,Y,PERUM UTAMA HARIYAH,15.355.051.4-321.914
877972479254.0,22.188.345.8-192.048,CV Pratama,CV Pratama,Koperasi,Berbadan Hukum,Aktif,Gg. M.T Haryono No. 27,Sungai Penuh,9015,36924,N,Y,API-U,2025-12-01,AKTIF,N,Y,CV PRATAMA,22.188.345.8-192.048
