ID_PERUSAHAAN,NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,STATUS_NIB
C000385,5960633991297,10.248.171.7-524.214,Perum Waluyo,Gg. Ciwastra No. 021,Depok,7052,67232,+62-89-720-7382,EKSPORTIR,0869227025,2541105562,2024-06-19,AKTIF
C000386,5112747472197,05.466.927.5-895.516,Perum Hartati Tbk,Jl. Kutisari Selatan No. 791,Parepare,9389,56083,(0118) 425 2786,KEDUA-DUANYA,6768094059,6470336424,2023-11-11,AKTIF
C000387,7409038021462,96.136.715.7-787.112,PT Nuraini Kuswoyo,Gg. Medokan Ayu No. 3,Sibolga,2875,03127,+62-007-121-0242,KEDUA-DUANYA,2065432614,3403715243,2023-11-07,AKTIF
C000388,6636515597371,470827235909605,CV Manullang Winarsih (Persero) Tbk,Gang Laswi No. 45,Tangerang,8146,01082,+62 (0730) 577-7196,KEDUA-DUANYA,6830953122,5264974787,2025-06-04,AKTIF
C000389,7303064421214,61.476.834.2-016.542,Laksita Mulyani,Jl. Cempaka No. 9,Tangerang,4353,63531,(0165) 965-6676,EKSPORTIR,4428630707,8101012448,2024-01-25,AKTIF
C000390,5677826596089,31.992.550.2-727.516,CV Januar (Persero) Tbk,Gg. Merdeka No. 797,Sibolga,5405,62397,(083) 344 0095,EKSPORTIR,2118749004,4910072314,2023-10-06,AKTIF
C000391,8072791033682,963533905504481,PD Wahyudin Mansur,Gg. Pasteur No. 520,Kotamobagu,9277,42177,+62 (65) 379 3221,KEDUA-DUANYA,9306404121,0704310550,2024-09-02,AKTIF
C000392,7665586851276,52.892.866.4-649.111,CV Siregar Prasetya Tbk,Jl. Dipatiukur No. 87,Tual,2568,97740,+62 (0390) 705 4736,EKSPORTIR,8506606751,4148351560,2023-07-18,AKTIF
C000393,0961798178904,63.378.613.7-157.660,CV Prayoga Simbolon Tbk,Jl. Veteran No. 078,Magelang,7238,68671,(0911) 501-0162,EKSPORTIR,7021538611,5111627143,2024-04-30,AKTIF
C000394,3844446306000,25.895.529.6-386.396,PD Permadi Hutasoit (Persero) Tbk,Jl. Setiabudhi No. 31,Bandar Lampung,1945,74279,080 265 8934,IMPORTIR,6165047255,3107371220,2025-03-27,AKTIF
C000395,9626265826312,819648253110609,PD Hariyah,Jalan Soekarno Hatta No. 7,Makassar,3607,16580,(0833) 548 8357,KEDUA-DUANYA,4524088609,6925336010,2025-05-04,AKTIF
C000396,0981960275233,43.836.404.1-209.117,PD Saputra (Persero) Tbk,Jalan Monginsidi No. 5,Serang,3110,16579,+62 (14) 967-9146,KEDUA-DUANYA,3191400998,1297192288,2023-12-15,AKTIF
C000397,1244211753617,06.171.366.5-722.402,UD Utama,Jl. HOS. Cokroaminoto No. 38,Subulussalam,1615,79335,(043) 203 1726,EKSPORTIR,9492543450,2664273869,2024-05-03,AKTIF
C000398,1557998028413,90.808.823.5-130.523,UD Mardhiyah Tbk,Jl. Soekarno Hatta No. 77,Bontang,2467,78847,082 468 5492,KEDUA-DUANYA,1105129272,4306777983,2024-12-20,AKTIF
C000399,2447315847768,63.423.461.9-942.376,PT Nainggolan Tbk,Gg. Jend. Sudirman No. 11,Surakarta,8409,41272,+62 (40) 002 0860,IMPORTIR,7082408935,1331579208,2023-08-16,AKTIF
C000400,6945919663955,17.208.496.4-985.601,Perum Utami Damanik,Jalan Waringin No. 67,Surakarta,4047,43103,(005) 190 8543,IMPORTIR,6201729512,6608696110,2025-03-10,AKTIF
C000401,5625313552510,50.537.953.8-164.938,PD Prastuti Tbk,Gang Erlangga No. 92,Payakumbuh,4662,24375,+62 (063) 033-5636,IMPORTIR,9276736086,3339950666,2024-09-16,AKTIF
C000402,1849196655330,770461172959639,PT Maulana Tbk,Jalan Wonoayu No. 842,Balikpapan,1448,22310,+62 (000) 090 8993,KEDUA-DUANYA,5508005090,8306925098,2023-07-31,AKTIF
C000403,4090742608805,01.716.445.5-618.579,Perum Mahendra Tbk,Jalan Laswi No. 0,Pematangsiantar,1871,52578,+62 (004) 802-8354,EKSPORTIR,6441994124,3616050299,2023-07-30,AKTIF
C000404,6477159103002,15.632.135.8-004.010,Perum Sihombing Maheswara,Gang Ir. H. Djuanda No. 52,Probolinggo,6085,88547,+62 (90) 930-4376,KEDUA-DUANYA,1814983678,4903217749,2024-05-04,AKTIF
C000405,1459642297125,29.671.883.9-774.573,Perum Widiastuti (Persero) Tbk,Jalan Ronggowarsito No. 281,Kota Administrasi Jakarta Barat,2604,06937,(062) 808-1226,EKSPORTIR,6755004375,3157522950,2024-07-17,AKTIF
C000406,4415833117030,37.637.153.9-885.472,PT Simbolon (Persero) Tbk,Gg. Kiaracondong No. 187,Malang,9365,86375,+62 (0747) 053-1105,IMPORTIR,3903674867,5675351534,2024-11-19,AKTIF
C000407,1235679836314,62.491.271.1-307.240,UD Widodo,Gang Sukajadi No. 04,Tangerang,8902,54781,+62-0096-739-7984,IMPORTIR,9270812078,0037810103,2023-09-26,AKTIF
C000408,8754181563268,685074510663436,PD Agustina Handayani,Gg. Veteran No. 991,Sabang,3994,34785,+62 (042) 693-7650,IMPORTIR,3416099097,5788516619,2025-01-18,AKTIF
C000409,9489786103131,00.943.181.4-396.661,Perum Waluyo,Gg. KH Amin Jasuta No. 62,Padang,4702,92326,(0671) 877-6288,EKSPORTIR,9043946162,2277261054,2025-02-28,AKTIF
C000410,4732354940128,97.432.512.2-572.076,Perum Lestari (Persero) Tbk,Gang Stasiun Wonokromo No. 7,Padang Sidempuan,6573,00244,+62-0688-501-6276,IMPORTIR,6028465592,1895688649,2023-10-21,AKTIF
C000411,0241209579073,71.009.438.8-221.145,PT Yolanda Widiastuti Tbk,Gg. H.J Maemunah No. 014,Denpasar,8515,19597,(066) 788-0937,KEDUA-DUANYA,7453918023,8487614443,2024-10-21,AKTIF
C000412,7584745705458,97.148.026.3-257.039,UD Utami Kusmawati (Persero) Tbk,Gg. Jamika No. 0,Bau-Bau,8156,57252,(052) 289 8907,EKSPORTIR,3609085753,7947631834,2024-01-22,AKTIF
C000413,5313614878245,569644309859167,UD Tarihoran,Jalan PHH. Mustofa No. 81,Lubuklinggau,6785,21928,0812559777,EKSPORTIR,9278523461,5121676089,2023-10-06,AKTIF
C000414,4107272849824,74.140.703.4-910.740,UD Sihombing Tbk,Gg. Ir. H. Djuanda No. 284,Madiun,8150,76521,(0640) 838-5805,EKSPORTIR,5897824256,5829385404,2023-07-02,AKTIF
C000415,5004254882142,369143075366614,CV Mardhiyah Prasetya,Gg. Erlangga No. 120,Tarakan,6048,54527,+62 (0171) 657-8939,IMPORTIR,9863834669,0814498602,2023-08-03,AKTIF
C000416,9429659234268,34.414.978.2-661.287,CV Sihombing (Persero) Tbk,Jl. Ir. H. Djuanda No. 3,Semarang,6232,23216,+62 (651) 887-1148,IMPORTIR,2831530707,9190487860,2024-05-07,AKTIF
C000417,8575676670806,12.943.985.2-989.406,Budiyanto,Jalan Kiaracondong No. 089,Banjarmasin,3163,71401,+62 (009) 244-9287,KEDUA-DUANYA,3345129829,4541833788,2024-08-18,AKTIF
C000418,6078701041591,49.750.198.0-382.872,Kuswoyo (Persero) Tbk,Jl. Otto Iskandardinata No. 01,Malang,4762,49552,(0030) 293 0112,KEDUA-DUANYA,4250743820,3950078677,2024-02-29,AKTIF
C000419,2440793110291,813317087601467,Perum Purnawati Hidayat,Jl. Kebonjati No. 28,Batam,4115,13875,086 074 2906,EKSPORTIR,3576036733,6142474151,2024-11-04,AKTIF
C000420,3849791620223,28.837.744.1-975.466,PD Wulandari Kurniawan,Gang W.R. Supratman No. 836,Bukittinggi,2858,51718,+62 (23) 369-3180,EKSPORTIR,6614824364,8517827577,2024-04-03,AKTIF
C000421,7662047196094,097052774025883,PD Tarihoran Suwarno,Gg. Yos Sudarso No. 647,Banjar,6815,73864,+62-73-024-2662,EKSPORTIR,0174196400,0925683596,2023-12-28,AKTIF
C000422,8681225957244,61.767.929.8-842.599,CV Hidayat Kusmawati Tbk,Gg. Tebet Barat Dalam No. 678,Mataram,6803,12669,+62-0740-571-4469,KEDUA-DUANYA,7776540234,7145137402,2024-03-21,AKTIF
C000423,9961002311775,33.126.610.9-410.175,CV Haryanto,Gg. Kiaracondong No. 6,Tangerang,1582,36749,(0406) 873-5445,EKSPORTIR,6529367562,7545403498,2023-11-27,AKTIF
C000424,2517629833477,43.326.831.9-013.020,PD Tamba Tbk,Gang Ir. H. Djuanda No. 11,Magelang,6991,77320,+62 (046) 688 6583,EKSPORTIR,5955364220,9470544765,2024-11-08,AKTIF
C000425,6981528733978,55.982.176.6-191.284,PT Hidayat,Jl. Sukabumi No. 5,Pekalongan,2753,49911,+62-483-586-2673,KEDUA-DUANYA,0187692704,3885287158,2024-05-12,AKTIF
C000426,1730985034465,12.418.938.9-846.908,PD Pangestu Sihombing Tbk,Gang R.E Martadinata No. 0,Langsa,2916,61675,085 320 7758,EKSPORTIR,3029973854,4240294804,2024-06-09,AKTIF
C000427,9740056435023,85.037.199.0-516.991,PD Haryanti Firgantoro (Persero) Tbk,Jalan Rajiman No. 24,Pekanbaru,8944,71978,+62 (0326) 983-4436,KEDUA-DUANYA,9890876342,7247711578,2024-09-15,AKTIF
C000428,2401078356743,00.038.960.8-706.626,PD Purwanti Manullang (Persero) Tbk,Gang Kutai No. 95,Prabumulih,8093,50090,+62-050-450-5092,IMPORTIR,5616217367,1387314031,2024-07-27,AKTIF
C000429,8217195535603,31.903.689.0-030.102,UD Tampubolon Padmasari,Gang Dipenogoro No. 55,Padang,8285,50333,(0200) 734 2939,EKSPORTIR,1624698896,7621822479,2023-07-15,AKTIF
C000430,2405593429671,11.483.753.7-458.438,Perum Hutasoit (Persero) Tbk,Gg. Jend. A. Yani No. 850,Palopo,5483,69864,+62-0729-545-0380,EKSPORTIR,6867071671,4895792578,2023-07-29,AKTIF
C000431,5881056974132,83.483.152.0-377.107,PD Rahmawati,Gang Joyoboyo No. 59,Bogor,1653,71357,+62 (851) 502 0450,IMPORTIR,9800934137,3454247115,2024-11-02,AKTIF
C000432,4496410496706,67.033.626.8-040.850,CV Susanti Tbk,Jalan Yos Sudarso No. 1,Sabang,6608,44049,+62 (043) 531-2794,IMPORTIR,1819517190,7067769313,2025-01-29,AKTIF
C000433,4930596601864,87.699.842.6-732.044,Oktaviani Iswahyudi (Persero) Tbk,Jalan Ahmad Yani No. 7,Jayapura,2501,35148,(0953) 111-2359,EKSPORTIR,5383364255,0353321012,2023-07-02,AKTIF
C000434,3845960945449,01.495.427.7-070.705,PD Wijayanti Tbk,Gang Pasir Koja No. 8,Cimahi,8967,82082,(052) 742 8662,EKSPORTIR,9149995977,0317056825,2025-02-25,AKTIF
C000435,8360914985172,444723229031028,CV Wijayanti Hastuti Tbk,Jl. Siliwangi No. 23,Binjai,8314,46651,+62-085-738-3855,EKSPORTIR,3545636798,8368636444,2024-01-23,AKTIF
C000436,9508304405809,35.118.718.1-335.956,PD Santoso Suwarno,Jalan Surapati No. 123,Bau-Bau,2269,34778,+62 (0609) 193 5117,KEDUA-DUANYA,6326739206,0429429921,2024-11-07,AKTIF
C000437,6420595565749,02.504.290.1-935.889,PD Yuliarti Firgantoro (Persero) Tbk,Jalan Astana Anyar No. 48,Malang,6736,07001,+62 (537) 062-7281,EKSPORTIR,3506978209,9387211203,2024-04-27,AKTIF
C000438,3690261139898,68.180.978.8-754.394,Perum Salahudin (Persero) Tbk,Jalan Suniaraja No. 2,Dumai,5098,19818,+62-0746-121-5756,IMPORTIR,9901505954,7616806803,2024-12-19,AKTIF
C000439,5353751376515,88.157.937.6-392.836,PD Iswahyudi (Persero) Tbk,Gang Indragiri No. 6,Tual,3363,63212,(041) 260-8481,IMPORTIR,5468013143,3605743211,2024-07-11,AKTIF
C000440,9445511668297,32.702.164.8-712.060,UD Farida Wasita,Gg. Jayawijaya No. 15,Mojokerto,3835,73425,+62 (09) 906-9319,EKSPORTIR,9929179196,9091364176,2025-03-17,AKTIF
C000441,1288665268341,55.999.101.5-767.647,UD Samosir Damanik (Persero) Tbk,Gg. M.H Thamrin No. 45,Kendari,3305,83760,+62-39-951-6704,EKSPORTIR,9483609016,8011536096,2024-02-25,AKTIF
C000442,2981209957657,28.941.347.5-098.898,UD Sihombing Iswahyudi (Persero) Tbk,Jl. Cempaka No. 5,Tasikmalaya,8090,04177,+62 (998) 226 7312,IMPORTIR,4973200960,1535305325,2025-01-20,AKTIF
C000443,4565220368499,51.542.144.7-732.449,UD Anggraini Januar (Persero) Tbk,Gg. Veteran No. 8,Kota Administrasi Jakarta Utara,2838,70027,+62-0888-048-5142,KEDUA-DUANYA,8888049704,6485551693,2023-07-24,AKTIF
C000444,3421388209088,30.705.349.6-782.741,Wacana Pangestu,Jalan Gardujati No. 382,Medan,3065,57724,+62-0645-028-2313,KEDUA-DUANYA,7411935391,0389166770,2023-12-25,AKTIF
C000445,7674124151315,28.547.815.0-618.538,Perum Simbolon Suryono,Gg. Soekarno Hatta No. 669,Parepare,1683,00893,+62 (576) 729-9115,IMPORTIR,8586804394,2900889258,2024-01-23,AKTIF
C000446,0329633472727,42.318.306.1-789.320,PD Napitupulu,Jl. Surapati No. 6,Tidore Kepulauan,7951,21529,+62 (0431) 834-3695,IMPORTIR,9803703773,1205886948,2023-12-01,AKTIF
C000447,4969357824347,76.958.741.3-146.753,PT Novitasari,Gang Gedebage Selatan No. 334,Bandung,8060,76263,+62 (97) 711-5062,KEDUA-DUANYA,7813409514,0501813617,2024-11-21,AKTIF
C000448,1275156277963,04.483.608.5-456.676,UD Wastuti Nainggolan,Gg. Ir. H. Djuanda No. 443,Tangerang,7631,35971,(0926) 517 3281,KEDUA-DUANYA,5412348109,4525539625,2025-03-24,AKTIF
C000449,4047350476392,83.199.529.8-006.155,PD Mansur,Jalan Sukajadi No. 6,Bontang,2139,11800,+62 (008) 739 2219,IMPORTIR,2987010932,1529417611,2024-08-10,AKTIF
C000450,0835832863425,56.383.000.8-186.702,Halimah Tbk,Gg. S. Parman No. 6,Mojokerto,5738,65280,+62 (057) 376 7105,IMPORTIR,2409652612,1669481001,2023-09-24,AKTIF
C000451,4033041662411,18.600.892.1-963.945,UD Narpati Mardhiyah,Gang Gegerkalong Hilir No. 586,Pasuruan,8065,41502,+62-74-599-1530,KEDUA-DUANYA,0167965567,3238368414,2023-12-24,AKTIF
C000452,8044731497646,13.684.748.8-360.765,UD Tarihoran Astuti Tbk,Gang Bangka Raya No. 572,Lubuklinggau,2874,03203,+62-002-026-8387,IMPORTIR,8074905389,0595094281,2024-08-14,AKTIF
C000453,7390637579145,21.182.379.3-126.978,PT Halimah Rajata,Gang Gardujati No. 07,Jambi,4908,87771,+62 (0502) 958-6760,EKSPORTIR,7210872741,0591579815,2023-12-11,AKTIF
C000454,0746452059960,43.878.753.5-778.811,PT Tampubolon Iswahyudi,Jalan Jend. A. Yani No. 8,Kota Administrasi Jakarta Timur,8074,99390,+62-93-467-5418,EKSPORTIR,5296435221,7328424872,2024-12-13,AKTIF
C000455,1620281237106,72.872.866.0-416.448,PD Hutagalung Prayoga,Gg. Astana Anyar No. 16,Kendari,6381,91520,(088) 101-3827,IMPORTIR,9172651342,0457813145,2023-10-22,AKTIF
C000456,9592248395894,77.352.287.0-562.271,PD Wahyuni,Gang Kutisari Selatan No. 0,Banjarbaru,1191,09759,+62 (133) 460 1842,EKSPORTIR,3030241300,1131464421,2023-10-03,AKTIF
C000457,4331875109792,15.835.034.4-694.596,CV Hardiansyah Yuniar,Jalan Ciumbuleuit No. 9,Bengkulu,5273,16423,+62-0882-532-0831,KEDUA-DUANYA,0559227702,6049769799,2025-04-24,AKTIF
C000458,8831921342491,28.965.999.4-973.203,PT Damanik Pranowo (Persero) Tbk,Gang H.J Maemunah No. 2,Pematangsiantar,4646,47649,+62 (063) 603-8917,IMPORTIR,5696411350,7649967276,2023-12-17,AKTIF
C000459,1922270510287,67.548.138.6-667.548,UD Widiastuti Kuswoyo,Gg. Cihampelas No. 74,Serang,6293,16592,+62-78-947-6720,IMPORTIR,7119475052,2011270422,2023-07-13,AKTIF
C000460,8193242687741,86.520.575.6-398.365,PD Iswahyudi Gunarto Tbk,Jl. Yos Sudarso No. 8,Manado,4032,47617,+62 (14) 107 0716,IMPORTIR,3238143316,1669744697,2023-12-14,AKTIF
C000461,0375830945154,80.940.476.0-440.907,Mahendra Tbk,Gang Ahmad Yani No. 810,Sabang,8546,86617,+62 (089) 512-3708,KEDUA-DUANYA,9511157872,3903715586,2024-03-24,AKTIF
C000462,7278105092221,61.070.518.4-390.552,UD Rajasa (Persero) Tbk,Gg. Jend. Sudirman No. 601,Tual,7100,45977,+62 (091) 944-5456,EKSPORTIR,2458846937,1478750805,2024-09-22,AKTIF
C000463,8066013824127,049386204485157,UD Nashiruddin (Persero) Tbk,Gg. Tebet Barat Dalam No. 680,Bontang,2510,61027,(055) 619 2767,EKSPORTIR,8444002748,9424437936,2023-08-09,AKTIF
C000464,9711121259020,35.713.432.4-064.242,PD Wahyuni Suartini Tbk,Gang Rajawali Barat No. 220,Palembang,6269,10303,(0188) 626 3956,KEDUA-DUANYA,6711881618,2773477496,2023-08-31,AKTIF
C000465,6334324474175,95.587.209.6-289.365,CV Yulianti Permadi Tbk,Gg. Rawamangun No. 760,Ternate,5829,22777,(067) 830 5573,KEDUA-DUANYA,2733188156,7541354557,2024-05-31,AKTIF
C000466,3588418343740,182727955969051,PD Padmasari,Gg. Ahmad Yani No. 05,Dumai,6979,16679,0887402234,EKSPORTIR,9077045530,0173141272,2024-11-09,AKTIF
C000467,0267551254278,20.797.996.6-734.595,PT Laksita Tbk,Jalan Cikutra Barat No. 0,Batam,9006,95814,+62 (0466) 276-3304,IMPORTIR,9856724055,5251774856,2024-11-19,AKTIF
C000468,6403816649690,28.249.839.2-250.142,PD Latupono Lailasari Tbk,Jalan Jamika No. 37,Batu,6770,73839,(0614) 215 2483,IMPORTIR,4374282202,2041064960,2023-09-05,AKTIF
C000469,7627023244123,36.132.850.7-251.786,Perum Wahyuni Tbk,Gang Veteran No. 5,Prabumulih,4581,29341,(036) 470-4656,IMPORTIR,1487609673,7250093219,2024-08-01,AKTIF
C000470,7673162526546,96.815.790.3-923.555,CV Natsir Pangestu (Persero) Tbk,Gg. Yos Sudarso No. 33,Semarang,9315,05452,087 036 8830,IMPORTIR,2050650696,1588445236,2023-07-01,AKTIF
C000471,0996132730346,156262446704622,Perum Firmansyah Haryanto,Jalan Wonoayu No. 183,Probolinggo,7624,45508,+62-0793-631-5922,KEDUA-DUANYA,0020896760,4062321517,2025-02-04,AKTIF
C000472,8171516025298,67.076.604.6-419.785,CV Mulyani (Persero) Tbk,Gang Gardujati No. 991,Surabaya,8858,81213,+62 (70) 659-3410,IMPORTIR,9605865314,3422070431,2025-05-15,AKTIF
C000473,5851268612059,43.897.607.4-017.750,CV Siregar Tbk,Jalan H.J Maemunah No. 52,Banjarbaru,7150,37603,(029) 118 7228,IMPORTIR,2287499589,3674286017,2023-10-09,AKTIF
C000474,4654084245607,54.091.508.6-321.812,UD Suwarno Mayasari (Persero) Tbk,Gang Veteran No. 32,Pariaman,3469,32666,+62 (083) 018-1796,EKSPORTIR,8738801113,0529238352,2024-10-28,AKTIF
C000475,7645793897015,50.291.681.5-466.024,Perum Zulaika Tarihoran (Persero) Tbk,Jl. M.T Haryono No. 155,Pariaman,2398,26060,+62 (789) 849 7499,EKSPORTIR,4806324489,6846041261,2024-05-23,AKTIF
C000476,6139449883059,73.642.480.9-624.406,Perum Hakim Usamah,Gang M.H Thamrin No. 55,Lubuklinggau,4493,48926,+62 (21) 711-4865,EKSPORTIR,2793399702,1461690476,2024-04-29,AKTIF
C000477,0624479513305,31.949.796.9-586.780,Palastri Oktaviani Tbk,Jalan Rajawali Barat No. 085,Pematangsiantar,6718,28843,+62 (089) 810-6173,EKSPORTIR,5441904377,0296705035,2024-10-12,AKTIF
C000478,5557277382646,09.178.513.8-544.577,Perum Puspasari,Jalan Asia Afrika No. 894,Padang Sidempuan,1584,46810,+62-0163-129-7557,EKSPORTIR,2464560485,1199065632,2025-03-06,AKTIF
C000479,2992959660487,36.826.911.6-331.942,UD Utami Tbk,Jl. Cihampelas No. 90,Tidore Kepulauan,3706,53998,(016) 949-6378,IMPORTIR,1178512592,7291694222,2024-07-07,AKTIF
C000480,6865369455158,88.636.774.7-226.408,UD Salahudin Suryono,Jalan Dr. Djunjunan No. 89,Bekasi,6573,57126,+62-899-906-8201,IMPORTIR,8418757617,6572245883,2025-01-23,AKTIF
C000481,7216966630932,99.819.960.5-932.971,PT Iswahyudi Halim Tbk,Jalan Cihampelas No. 586,Sukabumi,7166,49767,+62-71-675-3216,IMPORTIR,3408337836,1592668668,2023-11-29,AKTIF
C000482,0968832753273,52.410.397.7-397.327,PD Marpaung Megantara (Persero) Tbk,Jalan Monginsidi No. 1,Padangpanjang,9295,77028,+62 (031) 798-5490,EKSPORTIR,6530002275,0936047092,2025-01-15,AKTIF
C000483,1952371006876,16.481.980.7-704.605,PT Suartini Tbk,Gg. Joyoboyo No. 08,Lhokseumawe,7644,15454,+62-037-295-4585,IMPORTIR,4213747279,3922689495,2024-07-05,AKTIF
C000484,8761124912565,23.734.151.7-734.547,PD Dabukke (Persero) Tbk,Jalan Rajawali Timur No. 32,Makassar,6517,01851,(039) 981-2743,IMPORTIR,9336983240,7281959816,2024-09-20,AKTIF
C000485,7494902284035,954429477422294,PD Laksmiwati,Gang Sukabumi No. 92,Bontang,7395,87772,+62 (517) 419 2581,KEDUA-DUANYA,0988040933,6272445227,2024-10-10,AKTIF
C000486,4303942904588,67.925.298.5-856.728,PT Oktaviani Tbk,Gg. Sadang Serang No. 0,Payakumbuh,8997,41209,(021) 236-0186,IMPORTIR,2722215532,5016993297,2023-12-08,AKTIF
C000487,2760153433249,13.577.908.3-350.615,Perum Yuliarti (Persero) Tbk,Jalan Ahmad Yani No. 3,Manado,9413,80182,+62 (0138) 453 1563,EKSPORTIR,5160862495,1339660575,2025-02-01,AKTIF
C000488,1488810798334,23.372.094.8-413.128,UD Putra,Jalan Jayawijaya No. 5,Sibolga,6060,90705,+62-0079-685-9096,KEDUA-DUANYA,4711813207,2391918465,2024-12-01,AKTIF
C000489,0333997718051,37.171.731.8-939.749,CV Agustina Dongoran Tbk,Jalan Gardujati No. 824,Mataram,1257,24124,0872408992,IMPORTIR,6985167655,9991966976,2024-12-06,AKTIF
C000490,9617399704694,72.587.844.4-835.488,Halim Susanti Tbk,Jl. Rajawali Barat No. 15,Palu,6159,65461,(0351) 668-1133,EKSPORTIR,4995143704,3424916263,2024-10-04,AKTIF
C000491,7127058772216,41.758.231.3-348.458,Permadi,Gang Gardujati No. 05,Depok,8831,86170,(070) 721-7340,KEDUA-DUANYA,4222124219,7381903473,2024-12-09,AKTIF
C000492,1493925236229,258796434745245,Budiyanto Santoso (Persero) Tbk,Gg. Ahmad Yani No. 71,Lhokseumawe,6898,25823,+62 (22) 419 8306,IMPORTIR,9583850833,2710453513,2024-11-14,AKTIF
C000493,5746966060652,74.033.445.0-566.588,Perum Hartati Gunarto (Persero) Tbk,Jalan Abdul Muis No. 749,Denpasar,4367,65398,+62-0654-018-1444,KEDUA-DUANYA,4317191633,5471543382,2023-10-18,AKTIF
C000494,3987411325797,06.734.996.0-105.485,PT Marpaung (Persero) Tbk,Gg. Gedebage Selatan No. 846,Tual,8278,98554,0842024350,KEDUA-DUANYA,9220682994,5802845718,2024-12-02,AKTIF
C000495,4172156229493,81.735.984.8-840.215,UD Prasasta Wijayanti Tbk,Gg. Kutisari Selatan No. 02,Palembang,7018,97002,(051) 186-1564,KEDUA-DUANYA,8162549931,4536513386,2023-06-16,AKTIF
C000496,7325737553449,02.166.670.8-085.096,Perum Lestari Wijaya (Persero) Tbk,Gg. Tebet Barat Dalam No. 569,Bima,1625,62017,+62 (0753) 989-1370,EKSPORTIR,6161605433,7073671274,2024-02-13,AKTIF
C000497,8587495119181,82.819.793.1-647.725,CV Handayani (Persero) Tbk,Gg. Setiabudhi No. 194,Subulussalam,2296,37504,+62 (45) 190 8261,EKSPORTIR,3121789406,9729672041,2024-11-09,AKTIF
C000498,2957860694096,00.356.243.9-587.395,Perum Pranowo Ardianto (Persero) Tbk,Gg. Ahmad Yani No. 7,Bandar Lampung,3600,83999,+62-565-942-9920,KEDUA-DUANYA,1678758647,4019255317,2024-10-14,AKTIF
C000499,3234210890285,155333426433502,PT Rahmawati Mahendra,Gg. Ahmad Yani No. 843,Kendari,8303,89487,(0666) 969-2295,EKSPORTIR,1614384039,7267545769,2023-12-08,AKTIF
C000500,1607360776336,911289812317955,PD Yuniar,Gang Tubagus Ismail No. 18,Prabumulih,7901,75803,(019) 411 8390,IMPORTIR,5095636038,5528823132,2025-03-20,AKTIF
C000501,3318574817006,66.155.416.4-316.704,UD Andriani,Jalan Suniaraja No. 519,Lhokseumawe,6396,36133,+62 (42) 406 6283,IMPORTIR,4358599197,7638586922,2024-01-05,AKTIF
C000502,0232902822700,93.459.626.2-282.251,UD Saragih Haryanto,Gg. Bangka Raya No. 954,Depok,3760,17350,+62-488-933-4375,IMPORTIR,7636628711,7165359553,2023-08-28,AKTIF
C000503,0734654950050,70.260.869.8-221.053,Perum Prakasa (Persero) Tbk,Gg. Indragiri No. 100,Palangkaraya,2609,51207,+62 (0086) 542 4382,EKSPORTIR,9895829486,3099728554,2024-04-03,AKTIF
C000504,6117768729047,74.258.591.7-793.238,UD Suryatmi,Jl. Tebet Barat Dalam No. 804,Purwokerto,3226,61963,+62 (507) 435 0952,KEDUA-DUANYA,4314914215,4409676242,2025-01-19,AKTIF
C000505,2311649133424,57.988.942.5-652.906,PD Winarno,Jalan Sadang Serang No. 0,Sibolga,1886,85931,+62 (0703) 969 6453,IMPORTIR,4052770354,7663077997,2024-02-15,AKTIF
C000506,3202032650977,539673794871485,PT Riyanti,Jl. KH Amin Jasuta No. 4,Parepare,6625,67972,(050) 471 8830,IMPORTIR,6519407234,6150411708,2023-07-09,AKTIF
C000507,2457871584156,082137118425476,Gunawan Halim,Gang Monginsidi No. 5,Kota Administrasi Jakarta Utara,2459,98227,+62 (88) 734 4966,IMPORTIR,5139002950,1147472990,2024-07-15,AKTIF
C000508,8268323035892,98.808.583.8-252.129,Perum Siregar Tbk,Jl. Cikutra Barat No. 880,Palangkaraya,4807,53331,(0989) 947 0617,IMPORTIR,7839049757,4568442633,2024-12-04,AKTIF
C000509,2896340646867,75.240.148.4-399.106,CV Widiastuti Tbk,Gang Kendalsari No. 65,Palangkaraya,3398,17073,+62-014-971-1038,KEDUA-DUANYA,8846519034,8308241301,2023-12-29,AKTIF
C000510,2723626693351,34.261.923.7-245.018,CV Pradana,Jalan Ronggowarsito No. 5,Bima,6198,36205,+62 (675) 665 0518,EKSPORTIR,4903593417,7334307182,2024-12-26,AKTIF
C000511,8197374189721,54.064.176.9-274.381,PT Tamba,Jalan PHH. Mustofa No. 39,Banda Aceh,2551,00334,+62 (067) 449-2343,IMPORTIR,1606392318,6781108023,2024-03-21,AKTIF
C000512,9953766014448,56.451.017.3-973.964,CV Saptono Natsir,Jl. Kiaracondong No. 241,Samarinda,2803,26153,085 045 0566,KEDUA-DUANYA,7025795356,4411935472,2025-04-05,AKTIF
C000513,7899698609191,91.135.996.6-057.798,PD Permadi Tbk,Gg. Cikutra Timur No. 223,Pasuruan,1710,86559,+62 (402) 428 6178,KEDUA-DUANYA,6240238492,0317591450,2024-09-08,AKTIF
