ID_PERUSAHAAN,NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,STATUS_NIB,KODE_KANTOR,TGL_SYNC_OSS
C004711,4562446220165,84 006 923,PD ARYANI TBK,JL. ASIA AFRIKA NO. 21,TANJUNGPINANG,91,07071,(098) 287 8379,KEDUA-DUANYA,0901477377,7987471200,2023-09-27,AKTIF,120300,2026-04-02
C004712,1572814361168,48.121.104.4-395.939,PD TAMPUBOLON LAILASARI (CABANG),GANG PASTEUR NO. 9,BANJAR,31,48944,+62 (837) 809-3193,IMPORTIR,,7092142435,2025-03-29,AKTIF,010100,2026-03-17
C004713,0835233919986X,577833099526888,UD WASTUTI,GANG KENDALSARI NO. 907,,35,45196,+62 (0220) 509-4601,EKSPORTIR,9881557160,,2024-01-17,AKTIF,071300,2026-03-24
C004714,1667467621202,13.426.933.9-494.821,PD PANGESTU,JALAN PELAJAR PEJUANG NO. 541,,51,06436,(0627) 765 7024,IMPORTIR,,0003978435,2023-09-25,AKTIF,080100,2026-04-10
C004715,5058300335421,49.515.602.4-171.066,CV SIREGAR,JALAN JAYAWIJAYA NO. 27,,31,91485,+62-0002-923-2145,IMPORTIR,,1920567345,2025-06-07,DIBEKUKAN,040300,2026-05-25
C004716,1803516454653,73 629 616,PERUM NOVITASARI NARPATI,GANG RAJAWALI TIMUR NO. 05,KOTA ADMINISTRASI JAKARTA BARAT,21,21259,+62-385-509-4993,EKSPORTIR,4803163678,,2023-01-29,AKTIF,020100,2026-05-04
C004717,7176664163423,04.642.615.7-534.124,PD NAMAGA PUDJIASTUTI (PERSERO) TBK,GG. INDRAGIRI NO. 15,TANJUNGPINANG,35,28948,+62 (727) 763 4716,EKSPORTIR,0791170575,,2025-11-14,AKTIF,070100,2026-05-28
C004718,1250682120358,9I525742787785O,PT HABIBI HABIBI,GANG PASIRKOJA NO. 45,KENDARI,18,79852,(003) 042-6073,IMPORTIR,4803163678,3662492556,2024-06-24,AKTIF,030700,2026-05-24
C004719,1766027912615,35.037.969.9-525.937,UD PRATAMA MANDASARI TBK,GANG JAYAWIJAYA NO. 931,TEGAL,91,65493,+62 (938) 416-3954,KEDUA-DUANYA,9918066389,9197673994,2024-02-18,AKTIF,120300,2026-05-29
C004720,6961387343571,89.095.811.0-734.128,PERUM KUSWOYO ANDRIANI,GG. TEBET BARAT DALAM NO. 30,TANJUNGPINANG,33,40364,+62 (50) 927-4310,KEDUA-DUANYA,0250963917,8596613393,2024-07-28,AKTIF,060300,2026-05-13
C004721,6063287988159,34.729.915.5-438.992,UD SITORUS MAYASARI TBK,GANG JAYAWIJAYA NO. 1,TASIKMALAYA,33,80965,(039) 708 1850,KEDUA-DUANYA,5552827256,4587554856,2024-11-07,AKTIF,060300,2026-04-09
C004722,0372766397599,68.313.250.2-702.658,PT YUNIAR SURYATMI,JALAN SUNIARAJA NO. 959,PARIAMAN,31,09740,(080) 208-1515,EKSPORTIR,6239052328,,2025-12-22,AKTIF,040300,2026-03-28
C004723,7430003896087,06.396.784.6-712.128,PT SAFITRI ZULKARNAIN (PERSERO) TBK,GANG RAWAMANGUN NO. 99,MAKASSAR,16,78593,(0325) 548-1809,KEDUA-DUANYA,4803163678,4114464662,2023-08-30,DIBEKUKAN,030100,2026-05-26
C004724,0238836970257,77.903.324.3-801.366,PERUM UTAMA (CABANG),GANG AHMAD YANI NO. 6,TARAKAN,16,96560,+62-769-767-8651,EKSPORTIR,1520758066,,2024-12-15,AKTIF,030100,2026-03-20
C004725,8766269091196,30.784.168.3-397.790,CV AGUSTINA (PERSERO) TBK,JALAN SETIABUDHI NO. 334,,35,91783,085 191 6162,EKSPORTIR,4803163678,,2024-03-11,AKTIF,071300,2026-06-07
C004726,1317127484677X,31.467.564.2-392.195,PT LAILASARI TBK,JALAN SETIABUDHI NO. 54,SABANG,64,83136,+62 (0053) 398 6774,EKSPORTIR,4803163678,,2023-01-06,AKTIF,100300,2026-04-09
C004727,1038802730427X,58 630 872,UD NOVITASARI (PERSERO) TBK,JL. ASIA AFRIKA NO. 74,PEKANBARU,32,76094,0887560136,EKSPORTIR,5876459485,,2025-12-19,AKTIF,050900,2026-05-29
C004728,4176090937164,98.724.672.5-653.972,TAMBA (PERSERO) TBK (CABANG),GANG PASIR KOJA NO. 12,KOTA ADMINISTRASI JAKARTA PUSAT,35,41899,+62 (0016) 162-5021,IMPORTIR,,9147878908,2024-07-10,AKTIF,070500,2026-04-22
C004729,6093164266331,48.096.299.0-925.562,CV LATUPONO ZULKARNAIN (PERSERO) TBK,JALAN LEMBONG NO. 358,BATU,33,29559,(0486) 109 3004,EKSPORTIR,2591445809,,2025-07-08,AKTIF,050100,2026-03-25
C004730,5443441491699,75.250.771.9-248.853,UD NAPITUPULU TBK,JALAN SURYAKENCANA NO. 70,SIBOLGA,31,32106,(0175) 580 6115,KEDUA-DUANYA,3975853075,8379771811,2024-07-06,DIBEKUKAN,040400,2026-06-03
C004731,3071821821606,85.192.582.2-984.225,PD THAMRIN TBK,GG. PHH. MUSTOFA NO. 6,MAGELANG,12,75735,+62-38-584-6843,IMPORTIR,,4961811590,2023-02-25,AKTIF,020300,2026-04-08
C004732,6538027481242,12.092.291.0-808.571,CV SAPTONO TBK,JALAN RAJAWALI TIMUR NO. 55,LHOKSEUMAWE,91,96606,0811005351,KEDUA-DUANYA,0358551028,5994774516,2024-10-30,DICABUT,120300,2026-04-22
C004733,3631761973014,82.071.096.1-931.046,UD ZULKARNAIN TBK,GG. SOEKARNO HATTA NO. 7,PALANGKARAYA,64,08004,+62 (006) 566-7598,KEDUA-DUANYA,8983727573,8351733117,2025-04-23,AKTIF,100300,2026-04-24
C004734,7797341740471,44.983.609.2-582.115,PERUM BUDIYANTO,GG. RUNGKUT INDUSTRI NO. 2,TEBINGTINGGI,33,99534,(0795) 885 3096,IMPORTIR,,0203440168,2024-02-26,AKTIF,050100,2026-05-07
C004735,3423216110760,25.110.033.8-607.060,PT HALIM TBK,JL. RAJIMAN NO. 585,TEGAL,36,06524,+62 (09) 722 7084,KEDUA-DUANYA,2523429781,3230215736,2023-07-17,AKTIF,050400,2026-05-11
C004736,8393039539526,05.534.669.8-354.192,UD MULYANI (PERSERO) TBK,JL. SOEKARNO HATTA NO. 3,DEPOK,73,06573,+62 (05) 260 4838,KEDUA-DUANYA,7550461231,1835303877,2023-07-10,AKTIF,140100,2026-04-29
C004737,8557797484085,21.768.841.2-536.426,HARDIANSYAH MUSTOFA (CABANG),JALAN GEGERKALONG HILIR NO. 716,LHOKSEUMAWE,12,33519,+62-61-814-9363,EKSPORTIR,0319000648,,2024-11-25,AKTIF,020300,2026-05-03
C004738,5772459928161,41.569.665.1-811.309,UD LAKSITA HARTATI,JALAN AHMAD YANI NO. 5,PAGARALAM,35,05336,+62 (025) 886 8331,KEDUA-DUANYA,4803163678,8579727080,2023-11-22,DICABUT,070500,2026-04-19
C004739,8728136227679,21.457.730.9-046.983,PD KUSWANDARI KUSWANDARI,GANG ASIA AFRIKA NO. 70,BUKITTINGGI,91,86647,(063) 590-9725,EKSPORTIR,4358818449,,2023-08-27,AKTIF,120300,2026-06-01
C004740,8376231470126,87.018.765.5-904.416,CV WIJAYANTI,JL. CIKUTRA BARAT NO. 3,BITUNG,31,,+62 (44) 427-0968,EKSPORTIR,3330195250,,2024-04-23,AKTIF,040400,2026-05-04
C004741,9058147960562,31.924.222.0-604.261,PT HALIMAH TAMBA (PERSERO) TBK,JL. KUTISARI SELATAN NO. 2,,18,97463,(089) 222-7312,KEDUA-DUANYA,8366257336,4248391215,2024-02-09,AKTIF,030700,2026-05-16
C004742,334539317422,11.443.370.9-513.098,PD MELANI (PERSERO) TBK,JALAN ABDUL MUIS NO. 86,CIREBON,12,19703,(0915) 662-9349,EKSPORTIR,4582187865,,2025-06-27,AKTIF,020300,2026-04-25
C004743,9844514367286,950328698,PD NAPITUPULU (PERSERO) TBK,JALAN CIHAMPELAS NO. 2,MOJOKERTO,73,20374,+62-0190-613-8363,IMPORTIR,,7801471326,2023-06-17,AKTIF,110100,2026-04-23
C004744,6606899247157,99.328.425.1-017.558,PD MARPAUNG,GANG CIKUTRA TIMUR NO. 6,,31,87236,(050) 452-6182,IMPORTIR,,2730109434,2023-07-30,AKTIF,040300,2026-05-02
C004745,5895247609606,33.450.159.4-938.836,PD LAKSMIWATI,JL. SURAPATI NO. 18,DENPASAR,12,66794,+62 (86) 378 4354,EKSPORTIR,7834409383,,2024-05-28,AKTIF,011200,2026-05-09
C004746,0000000000000,40 864 305,UD WIBISONO TBK,GANG ASTANA ANYAR NO. 6,,21,90339,087 626 3946,EKSPORTIR,5223007123,,2025-08-12,AKTIF,020100,2026-03-25
C004747,8862194611065,01.663.871.8-907.183,PERUM MUSTOFA HARYANTI (PERSERO) TBK,GG. LEMBONG NO. 8,TANJUNGPINANG,21,45374,+62 (079) 099 4047,IMPORTIR,,8995150838,2025-08-02,DIBEKUKAN,020400,2026-04-22
C004748,4912711307240,60.677.543.7-360.271,UD PERTIWI ARDIANTO TBK,JL. SENTOT ALIBASA NO. 49,TASIKMALAYA,35,,+62 (70) 721 1622,IMPORTIR,,8882209047,2025-10-25,AKTIF,070100,2026-04-26
C004749,4252640517958,72.138.071.9-103.646,CV SAPUTRA,GG. IR. H. DJUANDA NO. 9,TEGAL,36,42485,0878833374,IMPORTIR,,2776623116,2024-07-30,DICABUT,050400,2026-06-01
C004750,3943586213184,10.913.735.8-875.040,PD WINARSIH,GG. GARDUJATI NO. 393,PURWOKERTO,33,89454,+62-019-378-6703,IMPORTIR,,9021665628,2025-03-15,DIBEKUKAN,060300,2026-04-23
C004751,6189124152121,83.809.640.9-245.809,CV NAJMUDIN ZULAIKA (CABANG),JL. RONGGOWARSITO NO. 861,SIBOLGA,61,,+62 (26) 561 1274,EKSPORTIR,4803163678,,2023-03-21,AKTIF,090400,2026-05-04
C004752,0460568761124,51 629 329,PERUM HASSANAH,JL. GEGERKALONG HILIR NO. 3,BEKASI,21,01184,+62-61-594-7185,IMPORTIR,,7024998520,2024-03-06,AKTIF,020400,2026-04-08
C004753,4217028516225,891368042724125,CV PRASETYO WAHYUNI,GG. PETA NO. 1,JAYAPURA,35,24579,0877534697,IMPORTIR,4803163678,6740978212,2025-12-26,AKTIF,070500,2026-04-05
C004754,6594918684987,89.278.616.3-715.182,PT PRANOWO (PERSERO) TBK,GANG CIKUTRA TIMUR NO. 3,,31,05428,(0411) 437 4815,EKSPORTIR,8885956904,,2025-10-23,AKTIF,010100,2026-03-31
C004755,3847513407491,023183567,UD DABUKKE,GG. LASWI NO. 415,TEBINGTINGGI,31,32405,+62-375-504-2379,KEDUA-DUANYA,7928125200,4753571043,2024-07-05,AKTIF,040400,2026-05-17
C004756,4431975423972,37 827 399,PD SIREGAR RAJASA,GG. LEMBONG NO. 112,,35,72216,(099) 598-9490,EKSPORTIR,9108454354,,2025-11-13,AKTIF,071300,2026-04-22
C004757,6981987809270,3OI744274927O23,CV HARYANTI UWAIS,GG. KIARACONDONG NO. 24,BANDAR LAMPUNG,32,97739,+62-93-012-1750,KEDUA-DUANYA,1289507669,9990198775,2025-05-26,AKTIF,050900,2026-03-18
C004758,5545146091935,12.080.488.4-352.848,PERUM MANDASARI LAZUARDI (PERSERO) TBK,JALAN DIPENOGORO NO. 712,BENGKULU,21,83882,+62 (52) 102 2420,IMPORTIR,,5212156339,2025-05-05,AKTIF,020400,2026-04-24
C004759,3330773753474,59.284.818.6-304.011,PERUM WINARNO WASITA (PERSERO) TBK,JALAN K.H. WAHID HASYIM NO. 459,PAYAKUMBUH,33,74049,+62 (049) 755-7365,IMPORTIR,,9430263589,2023-06-15,AKTIF,050100,2026-06-08
C004760,699155859392,796301570243495,PERUM HANDAYANI NASHIRUDDIN TBK,JL. KENDALSARI NO. 294,YOGYAKARTA,16,32806,+62-038-898-4838,KEDUA-DUANYA,4116050619,1414075935,2023-07-16,AKTIF,030100,2026-03-13
C004761,3315240415758,88.273.711.2-473.433,UD SAPUTRA MANDASARI (PERSERO) TBK,JALAN JAKARTA NO. 67,TUAL,32,96458,(0038) 474-1347,IMPORTIR,,1509405902,2024-02-09,DIBEKUKAN,050900,2026-05-11
C004762,2534044440721,09.870.838.1-983.179,UD MAHESWARA NOVITASARI,GANG ASIA AFRIKA NO. 85,,12,31374,+62-509-861-3074,EKSPORTIR,9141847961,,2025-04-21,AKTIF,011200,2026-04-11
C004763,2410246406349,67.837.852.9-052.664,CV MEGANTARA,JALAN R.E MARTADINATA NO. 5,METRO,12,16550,(0370) 240 5331,EKSPORTIR,9861443017,,2023-01-26,AKTIF,010700,2026-05-27
C004764,1749538916244,09.987.024.6-398.641,PT MEGANTARA TBK,JL. GEGERKALONG HILIR NO. 2,CIMAHI,36,,+62 (469) 536-4123,IMPORTIR,,9017149493,2023-06-05,AKTIF,050400,2026-05-29
C004765,6486183825591,37.224.180.1-814.117,PT SURYONO MUSTOFA TBK,JALAN K.H. WAHID HASYIM NO. 67,BUKITTINGGI,31,78295,(0635) 293 6556,IMPORTIR,,9387166986,2023-05-05,AKTIF,040400,2026-05-17
C004766,3594714553401,06.588.589.8-702.403,PD RAMADAN SAEFULLAH TBK,JL. GEDEBAGE SELATAN NO. 308,BONTANG,31,21617,+62 (894) 246-2097,EKSPORTIR,7626973229,,2025-07-19,AKTIF,040400,2026-05-06
C004767,6581539885217,70.616.335.5-897.637,PT HUTAGALUNG,JL. KIARACONDONG NO. 921,MALANG,61,79187,+62-0275-825-1434,IMPORTIR,,2860551070,2024-11-07,AKTIF,090400,2026-04-19
C004768,0000000000000,82.676.881.1-677.223,PT SIRAIT TBK,GG. RAJAWALI TIMUR NO. 63,,12,87565,+62 (063) 350-1883,KEDUA-DUANYA,2993012397,0171527688,2025-09-26,AKTIF,011200,2026-05-11
C004769,600268496777,505497443687062,PERUM MARPAUNG KUSWOYO TBK,JALAN KUTISARI SELATAN NO. 03,SUKABUMI,33,73223,(005) 053-5736,EKSPORTIR,0429745396,,2024-11-30,AKTIF,050100,2026-06-07
C004770,5948307413991,88.302.703.5-265.712,PD MULYANI JAILANI (PERSERO) TBK,GANG PASTEUR NO. 373,PALOPO,35,41458,(087) 274-7584,IMPORTIR,,9267908172,2024-06-10,AKTIF,071300,2026-05-08
C004771,6732271548411,24.710.649.0-143.838,NATSIR TARIHORAN (CABANG),GANG M.H THAMRIN NO. 406,TERNATE,51,46611,087 611 2979,IMPORTIR,,9071000579,2025-10-17,AKTIF,090100,2026-04-24
C004772,0000000000000,82.491.496.9-998.719,CV SIREGAR (CABANG),JALAN CIKUTRA BARAT NO. 5,PADANG,12,93327,+62 (0325) 588-4404,EKSPORTIR,1611364100,,2024-04-17,AKTIF,011200,2026-05-08
C004773,9102929501437,899549383171275,UD NASYIDAH (PERSERO) TBK,GANG MEDOKAN AYU NO. 12,,64,87722,+62 (60) 344-8387,IMPORTIR,,2039248155,2024-03-06,AKTIF,100300,2026-05-23
C004774,1332042870396,42 171 665,PERUM ANGGRIAWAN (PERSERO) TBK,JALAN RAWAMANGUN NO. 89,,21,,+62 (076) 027 9935,IMPORTIR,,5782922173,2025-01-20,AKTIF,020100,2026-03-26
C004775,3530193633959,62.961.769.5-487.485,PD LAZUARDI TBK,JALAN LEMBONG NO. 15,BALIKPAPAN,32,48838,+62 (064) 131-7111,KEDUA-DUANYA,8029999724,1135124025,2025-06-15,DIBEKUKAN,050900,2026-04-08
C004776,8497277913450,73.289.846.8-251.147,CV MANULLANG TBK,GG. PETA NO. 4,,21,14546,085 514 6329,EKSPORTIR,7908911162,,2025-04-17,AKTIF,020100,2026-04-28
C004777,2408476520562,161630796967363,PT WIBISONO SIREGAR,JL. KIARACONDONG NO. 56,TASIKMALAYA,31,25426,+62 (046) 362-1305,IMPORTIR,,2748158824,2023-05-04,DICABUT,040300,2026-04-02
C004778,5747449366735,98 818 091,CV HANDAYANI LAKSITA,GG. JOYOBOYO NO. 26,KENDARI,12,54344,+62 (782) 629-7598,KEDUA-DUANYA,4803163678,2191899140,2024-03-09,AKTIF,010800,2026-05-25
C004779,0000000000000,10.067.845.5-854.865,UD WAHYUDIN ZULKARNAIN TBK (CABANG),JALAN RAJIMAN NO. 33,TANJUNGBALAI,31,64353,(0961) 931 5621,EKSPORTIR,3830308473,,2024-02-28,AKTIF,010100,2026-04-25
C004780,9643224696318,877933637297286,CV SUWARNO SIREGAR,JALAN SURYAKENCANA NO. 21,BALIKPAPAN,16,49961,+62 (0975) 749 9256,IMPORTIR,,0196462938,2024-02-06,AKTIF,030100,2026-04-02
C004781,2614578245663,273666851021580,UD FARIDA HASTUTI,GG. CIHAMPELAS NO. 7,PARIAMAN,32,56162,+62-037-514-2085,EKSPORTIR,2166431644,,2024-04-13,DIBEKUKAN,050900,2026-05-06
C004782,9098803254286,513430988,UD SIHOMBING MELANI TBK,GG. ASTANA ANYAR NO. 41,PRABUMULIH,64,31421,(073) 985-2664,KEDUA-DUANYA,8212788541,8238702819,2023-07-03,DIBEKUKAN,100300,2026-05-24
C004783,1257791199370,68.688.414.4-664.059,CV ISWAHYUDI OKTAVIANI,JALAN JAKARTA NO. 2,BATU,73,43035,+62-146-980-3658,KEDUA-DUANYA,4137545370,3892257823,2025-06-04,AKTIF,140100,2026-06-08
C004784,0941957241685,94.519.978.4-358.714,PERUM KURNIAWAN SURYATMI,JL. TUBAGUS ISMAIL NO. 01,PANGKALPINANG,61,,+62 (0484) 358 8598,EKSPORTIR,0372275537,,2024-12-16,AKTIF,090400,2026-05-14
C004785,0054558345595,46.945.445.2-981.125,CV LAKSITA (PERSERO) TBK,GANG MONGINSIDI NO. 76,PAGARALAM,16,91381,+62-071-236-0985,KEDUA-DUANYA,3402490418,3164610604,2025-04-29,AKTIF,030100,2026-03-24
C004786,6043566050337,34.936.435.9-521.251,UD WINARSIH WIJAYANTI,JL. KAPTEN MUSLIHAT NO. 0,AMBON,35,61299,081 333 4932,EKSPORTIR,2221306039,,2023-02-15,DIBEKUKAN,060100,2026-06-03
C004787,5405444553731,26.203.645.2-143.967,PD MARDHIYAH MANGUNSONG TBK,GG. KENDALSARI NO. 37,TIDORE KEPULAUAN,32,91815,+62 (90) 608 0919,KEDUA-DUANYA,4803163678,6621009877,2025-04-23,DIBEKUKAN,050900,2026-03-17
C004788,2907095014275,4O688992O69III2,UD TAMBA MAHESWARA,JALAN KAPTEN MUSLIHAT NO. 77,TUAL,21,43971,(049) 546-3822,KEDUA-DUANYA,1418053720,3478975547,2023-06-18,AKTIF,020400,2026-05-16
C004789,4240891649837,28.332.275.3-595.644,PT WASITA TBK,JALAN MOCH. TOHA NO. 981,PAYAKUMBUH,61,39155,+62 (036) 119-9800,KEDUA-DUANYA,5967192205,9853477058,2025-01-24,AKTIF,090400,2026-05-08
C004790,3574384215031,56.518.025.7-926.512,PT HIDAYANTO,GG. STASIUN WONOKROMO NO. 934,,33,66506,+62 (0149) 990-7786,EKSPORTIR,3301528990,,2023-07-21,DIBEKUKAN,050100,2026-06-09
C004791,6420593040785,98.598.238.2-102.253,CV KURNIAWAN KUSWOYO (PERSERO) TBK,GG. SETIABUDHI NO. 61,PADANG,91,,+62-039-983-3761,IMPORTIR,,8175216076,2024-12-27,DICABUT,120300,2026-05-21
C004792,6289735189622,292155978713989,PD MARDHIYAH (PERSERO) TBK,GG. OTTO ISKANDARDINATA NO. 32,MOJOKERTO,31,21690,+62-0679-150-8321,KEDUA-DUANYA,4803163678,0840438781,2024-04-04,DIBEKUKAN,040300,2026-05-30
C004793,5007449142234,59.962.086.9-982.714,PERUM FIRGANTORO MANULLANG,JALAN KUTISARI SELATAN NO. 61,PANGKALPINANG,31,,+62 (0310) 753-9577,IMPORTIR,,0642845904,2024-03-01,AKTIF,040300,2026-04-30
C004794,2549839103204,13.740.053.3-655.498,PERUM RAJATA DONGORAN (CABANG),GANG KIARACONDONG NO. 0,PRABUMULIH,33,47679,+62 (0875) 585 8259,EKSPORTIR,6023353383,,2025-07-06,AKTIF,050100,2026-03-24
C004795,7116456059563,38.254.948.1-515.049,PT USAMAH,GG. KENDALSARI NO. 841,SUBULUSSALAM,73,85501,082 377 2149,IMPORTIR,4803163678,9350379898,2023-10-03,AKTIF,110100,2026-06-11
C004796,5070518251103,11.668.544.6-463.133,UD TAMPUBOLON MARYADI,GG. JEND. A. YANI NO. 8,TASIKMALAYA,31,67981,+62-20-382-8896,EKSPORTIR,8742143674,,2025-02-03,AKTIF,010100,2026-05-10
C004797,8644829612052,86.906.522.7-028.036,PERUM PUTRA,JL. MEDOKAN AYU NO. 389,TANJUNGBALAI,35,67709,+62 (024) 216 5511,EKSPORTIR,8658748574,,2023-11-08,DICABUT,070100,2026-05-27
C004798,4428630707810,93.070.750.0-111.138,PERUM HUTAGALUNG HIDAYAT,GANG BKR NO. 2,CILEGON,12,94803,(028) 009-5674,KEDUA-DUANYA,4803163678,7593572283,2024-08-31,DICABUT,010800,2026-06-07
C004799,360936123017,54.368.032.1-901.816,CV KURNIAWAN TBK,GANG ASIA AFRIKA NO. 9,BLITAR,73,04605,+62-042-443-1347,EKSPORTIR,0904897883,,2023-06-23,AKTIF,140100,2026-04-24
C004800,0000000000000,156912080,PT PURNAWATI RAMADAN (PERSERO) TBK,JL. WONOAYU NO. 424,KUPANG,31,66283,+62 (513) 121-0008,IMPORTIR,4803163678,1120745802,2025-04-25,DICABUT,010100,2026-04-18
C004801,1744518705349,38.757.637.3-475.377,CV PRASETYO SALAHUDIN (PERSERO) TBK,GG. VETERAN NO. 8,MEULABOH,51,43517,+62 (07) 440-7762,IMPORTIR,,6105026273,2025-04-19,AKTIF,080100,2026-04-10
C004802,0000000000000,05.436.723.4-893.702,PT HARYANTO,GANG BANGKA RAYA NO. 80,,73,76115,+62 (076) 517-4789,KEDUA-DUANYA,0347830911,8755495859,2023-10-15,AKTIF,140100,2026-05-29
C004803,9441399951769,76.203.213.0-244.564,UD PERMADI PRASTUTI,GG. PELAJAR PEJUANG NO. 54,PROBOLINGGO,12,,+62 (0751) 977-3522,EKSPORTIR,2181437729,,2025-09-13,AKTIF,020300,2026-04-12
C004804,6944391649701,51.604.195.4-707.131,CV FIRGANTORO ANDRIANI,JALAN KH AMIN JASUTA NO. 78,LANGSA,51,,+62 (289) 135 1330,IMPORTIR,,6129121875,2024-04-17,DICABUT,080100,2026-05-12
C004805,0000000000000,76.754.401.3-620.451,UD SIHOMBING MELANI,JL. DIPATIUKUR NO. 409,,16,81673,+62-55-164-1273,EKSPORTIR,1632300031,,2023-09-09,AKTIF,030100,2026-03-31
C004806,6091919352642,43.590.673.9-215.115,PD SAPTONO,GG. SADANG SERANG NO. 573,PURWOKERTO,18,47788,+62-346-880-3699,IMPORTIR,,3413261384,2025-05-11,AKTIF,030700,2026-03-15
C004807,0809450254829,346548593916731,CV DABUKKE (CABANG),JL. RUMAH SAKIT NO. 9,BIMA,12,,+62 (92) 906-5571,KEDUA-DUANYA,8890781252,5582050407,2023-09-02,AKTIF,020300,2026-04-27
C004808,0000000000000,67.411.652.8-777.201,UD HUTAGALUNG SITORUS TBK,GANG KH AMIN JASUTA NO. 450,PADANG,12,42738,+62-76-915-4931,KEDUA-DUANYA,8760847223,7941966125,2024-11-12,AKTIF,011200,2026-05-18
C004809,8749603358268,55.184.965.7-024.710,CV NAINGGOLAN,GG. LEMBONG NO. 33,,35,04481,(0489) 684-0526,IMPORTIR,,6751010472,2025-04-03,AKTIF,060100,2026-04-22
C004810,320344956071,32.915.531.7-788.400,PD JANUAR KUSWOYO TBK (CABANG),JALAN SADANG SERANG NO. 632,BINJAI,21,,+62 (0005) 529 5031,IMPORTIR,,6396676592,2025-01-03,AKTIF,020400,2026-04-19
C004811,2265278254630,42.636.311.1-755.359,PT WAHYUDIN TBK,JALAN K.H. WAHID HASYIM NO. 15,KOTA ADMINISTRASI JAKARTA SELATAN,16,,+62-096-517-2572,KEDUA-DUANYA,2933382653,1503304738,2024-10-16,AKTIF,030100,2026-04-20
C004812,5743759824813,18.947.551.1-517.986,PD PUDJIASTUTI TBK,GANG DIPATIUKUR NO. 9,,31,79346,0836949765,EKSPORTIR,4803163678,,2024-07-16,AKTIF,010100,2026-06-05
C004813,1877497895352,41.546.326.3-828.326,PD WINARSIH,JALAN VETERAN NO. 10,,12,17326,+62 (40) 347-3758,IMPORTIR,,2818362384,2024-08-20,AKTIF,011200,2026-05-10
C004814,0170759349468,19.456.454.6-990.371,CV PADMASARI SINAGA,JALAN PACUAN KUDA NO. 89,BEKASI,12,64992,+62-0683-720-5251,EKSPORTIR,3766614302,,2024-04-14,AKTIF,010700,2026-05-03
C004815,8921327381522,357585291011578,PD HARIYAH (CABANG),JALAN PACUAN KUDA NO. 391,SURABAYA,51,52826,+62 (082) 809 1057,EKSPORTIR,6708140641,,2023-08-18,AKTIF,080100,2026-04-03
C004816,506989354646,83 503 070,CV WASKITA MUSTOFA TBK (CABANG),JL. JEND. SUDIRMAN NO. 271,,18,75769,+62 (41) 877 9464,EKSPORTIR,2165257840,,2023-01-11,DIBEKUKAN,030700,2026-05-19
C004817,2092259739670,57.822.915.1-043.398,CV KUSMAWATI PRAKASA,GG. RAWAMANGUN NO. 12,PAYAKUMBUH,31,57073,+62 (019) 771-3448,KEDUA-DUANYA,8107209605,4795837899,2024-04-03,AKTIF,040400,2026-04-15
C004818,0345220262693,49 448 472,PD HASTUTI HASTUTI (PERSERO) TBK,GG. S. PARMAN NO. 0,PADANG,12,70703,+62-518-347-2090,EKSPORTIR,6688782524,,2024-05-09,AKTIF,010700,2026-04-13
C004819,6030899256311,37.926.022.2-744.096,PT PRASETYA SUSANTI,JL. MOCH. RAMDAN NO. 7,BATU,21,57701,+62-028-224-0516,IMPORTIR,,3916109490,2023-11-25,AKTIF,020400,2026-05-02
C004820,5861341749195,28.793.833.8-024.982,UD SAEFULLAH TBK,GANG PHH. MUSTOFA NO. 3,MANADO,35,14978,+62 (0976) 420 3722,EKSPORTIR,1852369989,,2024-01-29,AKTIF,070500,2026-05-10
C004821,0000000000000,39.506.778.1-127.801,PT GUNARTO (PERSERO) TBK,GG. OTTO ISKANDARDINATA NO. 146,LUBUKLINGGAU,73,90854,+62 (407) 955-7175,EKSPORTIR,4803163678,,2025-01-21,AKTIF,140100,2026-06-03
C004822,9404378141195,67.478.735.3-429.916,PD PANGESTU,JALAN TEBET BARAT DALAM NO. 24,,31,,(087) 877-9913,KEDUA-DUANYA,4803163678,2385372997,2023-06-12,DIBEKUKAN,040300,2026-03-29
C004823,9821777695644,198398271866811,UD UWAIS,GG. KEBONJATI NO. 4,,51,,+62 (0115) 824 2122,IMPORTIR,,1774779560,2025-02-26,AKTIF,080100,2026-05-24
C004824,8130499504389,86.771.405.4-664.102,CV BUDIMAN PERTIWI,JALAN MOCH. TOHA NO. 8,MOJOKERTO,21,60145,(0505) 991-3153,EKSPORTIR,8434883035,,2023-10-23,DIBEKUKAN,020100,2026-04-11
C004825,3054868740345,99.048.886.5-279.127,UD HASANAH WACANA TBK,GANG RAYA SETIABUDHI NO. 4,BUKITTINGGI,61,11116,(0929) 448 3337,IMPORTIR,4803163678,5166916105,2025-03-02,AKTIF,090400,2026-06-07
C004826,055624126676,82.519.026.9-847.271,PD NARPATI HABIBI (CABANG),GANG PASIR KOJA NO. 81,DENPASAR,31,,(0472) 561 4816,KEDUA-DUANYA,5095748559,6064201624,2023-03-14,AKTIF,040300,2026-03-13
